#!Run[i,0]/    dataY[f,1]/      dataY_err[f,2]/    simcY[f,3]/       simcY_err[f,4]/    R[f,5]/            R_err[f,6]/          shms_3of4_rate[f,7]/  
3371           407.785967678     2.55182287114      396.287991613     3.05080716633      0.971803894749     0.00964124117866     45.307
3288           990.965107791     6.31262471482      979.938098311     2.87337284084      0.988872454345     0.0069345954221     80.3902
3374           3468.88273     22.2759646334      3321.5010761     9.27182498408      0.957513221009     0.00670463502706     271.992
3377           9683.01859319     62.213608524      8743.42303944     19.0232706784      0.902964602958     0.00612518114383     634.447
