#This file contains updated Xsec and Reduced Xsec
#Xsec Units: ub * MeV^-1 *sr^-2
#Ksigcc1 Units: (ub * MeV^2 * sr^-2
#Red Xsec Units: MeV^-3
#!xb[i,0]/  yb[i,1]/   thnq_bin[f,2]/   pm_bin[f,3]/  pm_avg[f,4]/   Ksigcc1[f,5]/   pwiaXsec_theory[f,6]/    fsiXsec_theory[f,7]/   red_pwiaXsec_theory[f,8]/    red_fsiXsec_theory[f,9]/   setting[s,10]/
5   1   45.000000   0.020000   0.031473   2455.173824  1.751023560000e-03   1.688582150000e-03    7.131973886668e-07   6.877648065052e-07   80
5   2   45.000000   0.060000   0.062411   2359.474866  4.110759280000e-04   3.877538450000e-04    1.742234824891e-07   1.643390444999e-07   80
5   3   45.000000   0.100000   0.099207   2219.312705  8.327856450000e-05   7.565447240000e-05    3.752448418485e-08   3.408914490939e-08   80
5   4   45.000000   0.140000   0.138440   2058.377840  1.954949190000e-05   1.681073760000e-05    9.497523496464e-09   8.166983375608e-09   80
5   5   45.000000   0.180000   0.178375   1940.771260  5.587268830000e-06   4.481106760000e-06    2.878890956990e-09   2.308930914404e-09   80
5   6   45.000000   0.220000   0.218252   1831.274308  1.864825610000e-06   1.449499850000e-06    1.018321286906e-09   7.915252475655e-10   80
5   7   45.000000   0.260000   0.257816   1735.536336  7.138050790000e-07   5.346714260000e-07    4.112878907768e-10   3.080727351594e-10   80
5   8   45.000000   0.300000   0.297900   1650.915650  3.036864400000e-07   2.172289340000e-07    1.839503066071e-10   1.315808799801e-10   80
5   9   45.000000   0.340000   0.337974   1590.307526  1.453122500000e-07   1.122579130000e-07    9.137367938231e-11   7.058880824287e-11   80
5   10   45.000000   0.380000   0.378275   1544.947231  7.650332150000e-08   6.351003050000e-08    4.951840423086e-11   4.110821989622e-11   80
5   11   45.000000   0.420000   0.418040   1507.111234  4.378202190000e-08   3.913106020000e-08    2.905029231572e-11   2.596428141282e-11   80
5   11   45.000000   0.420000   0.429843   6785.050250  1.751887800000e-07   1.475931110000e-07    2.581982056802e-11   2.175269239900e-11   580_set1
5   11   45.000000   0.420000   0.431761   6838.855624  1.724763810000e-07   1.463154260000e-07    2.522006465449e-11   2.139472362694e-11   580_set2
5   12   45.000000   0.460000   0.457495   1484.778632  2.673154140000e-08   2.611098620000e-08    1.800372178309e-11   1.758577719079e-11   80
5   12   45.000000   0.460000   0.466157   6417.771327  1.089112390000e-07   9.606713800000e-08    1.697025859145e-11   1.496892505282e-11   580_set1
5   12   45.000000   0.460000   0.466716   6437.219014  1.085557420000e-07   9.605545550000e-08    1.686376395830e-11   1.492188712099e-11   580_set2
5   13   45.000000   0.500000   0.497689   1475.400260  1.689593120000e-08   1.824437080000e-08    1.145176102924e-11   1.236570935673e-11   80
5   13   45.000000   0.500000   0.503380   6181.140019  7.002482560000e-08   6.554158780000e-08    1.132878811752e-11   1.060347890495e-11   580_set2
5   13   45.000000   0.500000   0.503416   6166.746131  6.985889380000e-08   6.501232090000e-08    1.132832328687e-11   1.054240267378e-11   580_set1
5   14   45.000000   0.540000   0.537166   1467.423517  1.101437400000e-08   1.357952600000e-08    7.505927138552e-12   9.253992349640e-12   80
5   14   45.000000   0.540000   0.541691   5975.229226  4.546026140000e-08   4.538871720000e-08    7.608120070472e-12   7.596146605138e-12   580_set1
5   14   45.000000   0.540000   0.541831   5955.192562  4.523666200000e-08   4.535917940000e-08    7.596171161392e-12   7.616744366830e-12   580_set2
5   14   45.000000   0.540000   0.550824   7917.370487  5.442077670000e-08   5.242113020000e-08    6.873592285388e-12   6.621027812968e-12   750_set3
5   14   45.000000   0.540000   0.552924   8004.008704  5.385478960000e-08   5.161988740000e-08    6.728477140846e-12   6.449254281071e-12   750_set2
5   14   45.000000   0.540000   0.553267   8005.991620  5.368038270000e-08   5.191842840000e-08    6.705026091446e-12   6.484946633007e-12   750_set1
5   15   45.000000   0.580000   0.576070   1474.100466  7.386406880000e-09   1.023826930000e-08    5.010789325671e-12   6.945435223816e-12   80
5   15   45.000000   0.580000   0.580739   5791.200602  2.964319850000e-08   3.082173500000e-08    5.118662007626e-12   5.322166700521e-12   580_set1
5   15   45.000000   0.580000   0.580799   5795.902981  2.964938060000e-08   3.204209360000e-08    5.115575726025e-12   5.528404064913e-12   580_set2
5   15   45.000000   0.580000   0.585936   7534.302932  3.637059410000e-08   3.655212000000e-08    4.827333653592e-12   4.851426911009e-12   750_set2
5   15   45.000000   0.580000   0.586168   7514.325305  3.618714210000e-08   3.686395660000e-08    4.815753994031e-12   4.905823890200e-12   750_set1
5   15   45.000000   0.580000   0.586750   7489.920390  3.585695100000e-08   3.609412910000e-08    4.787360763924e-12   4.819027068457e-12   750_set3
5   16   45.000000   0.620000   0.615329   1497.144171  5.031376150000e-09   7.697945460000e-09    3.360649059362e-12   5.141752951460e-12   80
5   16   45.000000   0.620000   0.620062   5597.688574  1.932297460000e-08   2.308174970000e-08    3.451955989433e-12   4.123442988095e-12   580_set2
5   16   45.000000   0.620000   0.620139   5603.679751  1.932580210000e-08   2.256980350000e-08    3.448769908122e-12   4.027675474490e-12   580_set1
5   16   45.000000   0.620000   0.623541   7144.643212  2.370572650000e-08   2.593718470000e-08    3.317972052150e-12   3.630298103121e-12   750_set2
5   16   45.000000   0.620000   0.623554   7170.150972  2.378190680000e-08   2.598157150000e-08    3.316793034466e-12   3.623573841257e-12   750_set3
5   16   45.000000   0.620000   0.623672   7151.026954  2.369486910000e-08   2.596604640000e-08    3.313491789700e-12   3.631093347435e-12   750_set1
5   17   45.000000   0.660000   0.651351   1510.577157  3.522682470000e-09   6.293098910000e-09    2.332010949375e-12   4.166022821700e-12   80
5   17   45.000000   0.660000   0.659422   5418.456571  1.261233630000e-08   1.650076360000e-08    2.327662155216e-12   3.045288521516e-12   580_set1
5   17   45.000000   0.660000   0.659659   5422.392534  1.259124650000e-08   1.641642120000e-08    2.322083180266e-12   3.027523569543e-12   580_set2
5   17   45.000000   0.660000   0.661977   6914.093245  1.562624800000e-08   1.868010870000e-08    2.260057457469e-12   2.701743820639e-12   750_set1
5   17   45.000000   0.660000   0.662033   6917.532692  1.562557180000e-08   1.876724700000e-08    2.258835989033e-12   2.712997225399e-12   750_set2
5   17   45.000000   0.660000   0.662089   6916.506684  1.561679600000e-08   1.888706160000e-08    2.257902249430e-12   2.730722670115e-12   750_set3
5   18   45.000000   0.700000   0.680319   1578.358472  2.781093120000e-09   5.421596580000e-09    1.762016151170e-12   3.434958962858e-12   80
