#This file contains updated Xsec and Reduced Xsec
#Xsec Units: ub * MeV^-1 *sr^-2
#Ksigcc1 Units: (ub * MeV^2 * sr^-2
#Red Xsec Units: MeV^-3
#!xb[i,0]/  yb[i,1]/   thnq_bin[f,2]/   pm_bin[f,3]/  pm_avg[f,4]/   Ksigcc1[f,5]/   pwiaXsec_theory[f,6]/    fsiXsec_theory[f,7]/   red_pwiaXsec_theory[f,8]/    red_fsiXsec_theory[f,9]/   setting[s,10]/
2   1   15.000000   0.020000   0.032230   2451.644157  1.690848270000e-03   1.639605590000e-03    6.896793179272e-07   6.687779649092e-07   80
2   2   15.000000   0.060000   0.062477   2257.349656  3.913444520000e-04   3.728165890000e-04    1.733645697997e-07   1.651567748971e-07   80
2   3   15.000000   0.100000   0.098535   1995.795306  7.647028350000e-05   7.081494140000e-05    3.831569463567e-08   3.548206631567e-08   80
2   4   15.000000   0.140000   0.136693   1659.121958  1.651127430000e-05   1.500599380000e-05    9.951814705595e-09   9.044539328555e-09   80
2   5   15.000000   0.180000   0.175228   1511.358485  4.648067470000e-06   4.177993300000e-06    3.075423545196e-09   2.764395966586e-09   80
2   6   15.000000   0.220000   0.214385   1459.268447  1.571642520000e-06   1.392474530000e-06    1.077007128627e-09   9.542278069965e-10   80
2   7   15.000000   0.260000   0.252989   1431.882484  6.229323150000e-07   5.481173990000e-07    4.350443014428e-10   3.827949605674e-10   80
2   8   15.000000   0.300000   0.291490   1425.922042  2.857760190000e-07   2.531279030000e-07    2.004148968755e-10   1.775187531606e-10   80
2   9   15.000000   0.340000   0.326038   1395.971643  1.567001940000e-07   1.403110470000e-07    1.122517028091e-10   1.005113876801e-10   80
2   11   15.000000   0.420000   0.430653   6320.492489  2.084388140000e-07   1.843218510000e-07    3.297825515381e-11   2.916257733409e-11   580_set1
2   11   15.000000   0.420000   0.431034   6396.346961  2.102082220000e-07   1.859085710000e-07    3.286379292457e-11   2.906480404105e-11   580_set2
2   12   15.000000   0.460000   0.463554   5796.567582  1.448412090000e-07   1.283723260000e-07    2.498740969566e-11   2.214626573123e-11   580_set1
2   12   15.000000   0.460000   0.465237   5787.538428  1.426260620000e-07   1.273893860000e-07    2.464364837907e-11   2.201097886170e-11   580_set2
2   13   15.000000   0.500000   0.500526   5255.541748  9.830820560000e-08   8.882319180000e-08    1.870562737655e-11   1.690086313819e-11   580_set2
2   13   15.000000   0.500000   0.501080   5236.905237  9.754478190000e-08   8.827632670000e-08    1.862641722268e-11   1.685658279174e-11   580_set1
2   14   15.000000   0.540000   0.540325   4717.844971  6.539381300000e-08   5.927326900000e-08    1.386094994684e-11   1.256363220164e-11   580_set1
2   14   15.000000   0.540000   0.540803   4704.900984  6.499823180000e-08   5.882847310000e-08    1.381500525113e-11   1.250365805785e-11   580_set2
2   15   15.000000   0.580000   0.580294   4267.830747  4.392866790000e-08   3.984578330000e-08    1.029297329349e-11   9.336308223565e-12   580_set1
2   15   15.000000   0.580000   0.580302   4259.190985  4.383993150000e-08   3.979429230000e-08    1.029301847567e-11   9.343157524550e-12   580_set2
2   16   15.000000   0.620000   0.608647   5843.299008  4.816154760000e-08   4.380031300000e-08    8.242184343821e-12   7.495819217882e-12   750_set2
2   16   15.000000   0.620000   0.620031   3879.779421  2.964684180000e-08   2.664732000000e-08    7.641373022273e-12   6.868256441530e-12   580_set1
2   16   15.000000   0.620000   0.620373   3884.904398  2.960996520000e-08   2.675445560000e-08    7.621800221196e-12   6.886773227618e-12   580_set2
2   16   15.000000   0.620000   0.621245   5624.939245  4.217511790000e-08   3.830488400000e-08    7.497879721544e-12   6.809830707780e-12   750_set1
2   16   15.000000   0.620000   0.627841   5709.814822  4.065137730000e-08   3.730425980000e-08    7.119561416137e-12   6.533357203856e-12   750_set3
2   17   15.000000   0.660000   0.658770   3610.840467  2.051913920000e-08   1.874077880000e-08    5.682649063986e-12   5.190143118001e-12   580_set1
2   17   15.000000   0.660000   0.658845   3602.968116  2.046662940000e-08   1.867940090000e-08    5.680491400718e-12   5.184448015804e-12   580_set2
2   17   15.000000   0.660000   0.660198   5286.189591  2.937232520000e-08   2.787372470000e-08    5.556426740730e-12   5.272933219697e-12   750_set2
2   17   15.000000   0.660000   0.660243   5274.267583  2.930357870000e-08   2.801064590000e-08    5.555952222533e-12   5.310812441576e-12   750_set1
2   17   15.000000   0.660000   0.662854   5224.189136  2.846730870000e-08   2.584547180000e-08    5.449134393667e-12   4.947269543114e-12   750_set3
2   18   15.000000   0.700000   0.696737   3432.794760  1.449790690000e-08   1.319008410000e-08    4.223353830801e-12   3.842374806002e-12   580_set1
2   18   15.000000   0.700000   0.697213   3432.675738  1.444493420000e-08   1.312260140000e-08    4.208068370715e-12   3.822849112933e-12   580_set2
