#-------------------------------------
         #Cut Limits Set             
#-------------------------------------
#Missing Energy:(-0.020000, 0.040000) GeV
#HMS Delta:(-8.000000, 8.000000) 
#SHMS Delta:(-10.000000, 22.000000) 
#ZtarDiff:(-2.000000,2.000000) cm
#Q2: (4.000000,5.000000) GeV2
#SHMS EcalTotTrackNorm: (0.700000,5.000000)
#Coincidence  Time: (10.500000,14.500000) ns
#HMS Collimator Scale: 1.000000
#--------------------------------------
# All rates are in [kHz] :: total_time has a bcm current cut and is in seconds (all quantities have bcm cut) :: tLT has been corrected with tLT_corr_factor
# Spectrometer Mispointings and BPMs are in [cm]
#!Run[i,0]/             charge[f,1]/              cpuLT[f,2]/          cpuLT_err[f,3]/                tLT[f,4]/    tLT_corr_factor[f,5]/            hTrkEff[f,6]/        hTrkEff_err[f,7]/            eTrkEff[f,8]/        eTrkEff_err[f,9]/    tgtBoil_factor[f,10]/       avg_current[f,11]/         pS1X_rate[f,12]/       ptrig1_rate[f,13]/       ptrig2_rate[f,14]/       ptrig3_rate[f,15]/       ptrig4_rate[f,16]/       ptrig6_rate[f,17]/        pEDTM_rate[f,18]/           ptrig6_scl_noedtm[i,19]/        ptrig6_scl[i,20]/       ptrig6_accp[i,21]/         pEDTM_scl[i,22]/        pEDTM_accp[i,23]/total_time[f,23]/         HMS_Angle[f,24]/          HMS_Pcen[f,25]/        SHMS_Angle[f,26]/         SHMS_Pcen[f,27]/           HMS_Xmp[f,28]/           HMS_Ymp[f,29]/          SHMS_Xmp[f,30]/          SHMS_Ymp[f,31]/              xBPM[f,32]/              yBPM[f,33]/      ptrig3_cpuLT[f,34]/         ptrig3_tLT[f,35]ptrig3_tLT_corr_factor[f,36]/
3291                  146.963                  1.08527                 0.012327                 0.927806                 0.999587                 0.991525               0.00378995                 0.966394               0.00552476                 0.959763                  50.2779                  996.247                  139.873                  51.3557                   33.565                 0.147238               0.00244337               0.00299965                     7142                    15910                     7751                     8768                     8135                  2923.01                  -54.992                   2.1925                   12.194                  8.53425                        0                        0                        0                        0                        0                        0             -2.96909e-05                -0.927806                        1
3292                  151.515                  1.07573                0.0116228                 0.930951                 0.999601                 0.983287               0.00482465                 0.960996               0.00568934                 0.959755                  50.2876                  992.637                  141.902                  51.5098                  33.5745                 0.147491               0.00264291               0.00299936                     7963                    17000                     8566                     9037                     8413                  3012.97                  -54.992                   2.1925                   12.194                  8.53425                        0                        0                        0                        0                        0                        0             -3.19398e-05                 -0.93095                        1
3293                  133.631                  1.08782                0.0132759                 0.933772                 0.999566                 0.990809               0.00411042                 0.974052               0.00508884                 0.962269                  47.1472                  2448.61                  127.921                  48.4243                  31.5685                  0.13759               0.00217758               0.00299929                     6172                    14673                     6714                     8501                     7938                  2834.34                  -54.992                   2.1925                   12.194                  8.53425                        0                        0                        0                        0                        0                        0             -2.85775e-05                -0.933772                        1
3294                  146.899                  1.08465                0.0124639                  0.93178                 0.999578                 0.990228                0.0039894                 0.963426               0.00571198                 0.960688                  49.1228                  972.777                  133.727                  50.5316                  32.9375                 0.144044               0.00233476               0.00299988                     6982                    15953                     7573                     8971                     8359                  2990.45                  -54.992                   2.1925                   12.194                  8.53425                        0                        0                        0                        0                        0                        0             -3.05894e-05                 -0.93178                        1
3295                  176.051                  1.08056                0.0113983                 0.934772                  0.99958                  0.98153               0.00493622                 0.967958               0.00488632                 0.959989                  49.9959                  989.436                  136.154                  51.3563                  33.5287                  0.14644                0.0023619               0.00299973                     8317                    18880                     8987                    10563                     9874                  3521.31                  -54.992                   2.1925                   12.194                  8.53425                        0                        0                        0                        0                        0                        0             -3.00681e-05                -0.934772                        1
3296                  145.594                  1.07572                0.0116609                 0.921529                 0.999624                 0.991597               0.00343066                 0.958333               0.00607771                 0.956043                  54.9266                   1086.1                  157.613                  56.6813                  36.7876                 0.161035               0.00298449               0.00299996                     7911                    15863                     8510                     7952                     7328                   2650.7                  -54.992                   2.1925                   12.194                  8.53425                        0                        0                        0                        0                        0                        0             -3.19137e-05                -0.921529                        1
3297                  136.486                   1.0908                0.0130115                  0.92722                 0.999579                    0.995               0.00288675                 0.973988               0.00500593                 0.960248                  49.6717                  987.217                  136.683                  51.1995                  33.3318                 0.145872               0.00234481               0.00300025                     6443                    14687                     7028                     8244                     7644                  2747.77                  -54.992                   2.1925                   12.194                  8.53425                        0                        0                        0                        0                        0                        0             -2.97419e-05                 -0.92722                        1
3298                  151.496                  1.09804                0.0127808                 0.926887                 0.999566                 0.981043               0.00547251                 0.969808               0.00525578                 0.960666                    49.15                  976.295                  132.685                  50.6454                   33.056                 0.144628               0.00218082               0.00299969                     6722                    15968                     7381                     9246                     8570                  3082.32                  -54.992                   2.1925                   12.194                  8.53425                        0                        0                        0                        0                        0                        0             -2.85997e-05                -0.926887                        1
3299                  152.167                  1.08571                0.0126127                 0.935371                 0.999566                 0.992331               0.00342955                   0.9678               0.00536673                 0.961101                  48.6058                  964.887                  130.779                  50.0279                  32.6786                 0.142243               0.00218006               0.00300002                     6825                    16217                     7410                     9392                     8785                  3130.64                  -54.992                   2.1925                   12.194                  8.53425                        0                        0                        0                        0                        0                        0             -2.84737e-05                 -0.93537                        1
3300                  73.3584                  1.09115                0.0179993                 0.929931                 0.999572                 0.996575               0.00342466                 0.967308               0.00792905                  0.96057                  49.2696                  978.869                  133.281                  50.7519                  33.1566                 0.144222               0.00226204               0.00300016                     3368                     7835                     3675                     4467                     4154                  1488.92                  -54.992                   2.1925                   12.194                  8.53425                        0                        0                        0                        0                        0                        0             -2.86018e-05                -0.929931                        1
