#This file contains updated Xsec and Reduced Xsec
#Xsec Units: ub * MeV^-1 *sr^-2
#Ksigcc1 Units: (ub * MeV^2 * sr^-2
#Red Xsec Units: MeV^-3
#!xb[i,0]/  yb[i,1]/   thnq_bin[f,2]/   pm_bin[f,3]/  pm_avg[f,4]/   Ksigcc1[f,5]/   pwiaXsec_theory[f,6]/    fsiXsec_theory[f,7]/   red_pwiaXsec_theory[f,8]/    red_fsiXsec_theory[f,9]/   setting[s,10]/
2   1   15.000000   0.020000   0.032230   2451.644157  1.693372440000e-03   1.693372440000e-03    6.907089004597e-07   6.907089004597e-07   80
2   2   15.000000   0.060000   0.062477   2257.349656  3.928791810000e-04   3.928791810000e-04    1.740444507371e-07   1.740444507371e-07   80
2   3   15.000000   0.100000   0.098535   1995.795306  7.722937770000e-05   7.722937770000e-05    3.869604135646e-08   3.869604135646e-08   80
2   4   15.000000   0.140000   0.136693   1659.121958  1.686078070000e-05   1.686078070000e-05    1.016247215505e-08   1.016247215505e-08   80
2   5   15.000000   0.180000   0.175228   1511.358485  4.826088910000e-06   4.826088910000e-06    3.193212568625e-09   3.193212568625e-09   80
2   6   15.000000   0.220000   0.214385   1459.268447  1.663230060000e-06   1.663230060000e-06    1.139769768489e-09   1.139769768489e-09   80
2   7   15.000000   0.260000   0.252989   1431.882484  6.663550140000e-07   6.663550140000e-07    4.653699039173e-10   4.653699039173e-10   80
2   8   15.000000   0.300000   0.291490   1425.922042  3.018507660000e-07   3.018507660000e-07    2.116881267763e-10   2.116881267763e-10   80
2   9   15.000000   0.340000   0.326038   1395.971643  1.586801410000e-07   1.586801410000e-07    1.136700317630e-10   1.136700317630e-10   80
2   11   15.000000   0.420000   0.430653   6320.492489  1.597664950000e-07   1.597664950000e-07    2.527753893831e-11   2.527753893831e-11   580_set1
2   11   15.000000   0.420000   0.431034   6396.346961  1.609283240000e-07   1.609283240000e-07    2.515941129855e-11   2.515941129855e-11   580_set2
2   12   15.000000   0.460000   0.463554   5796.567582  1.000740230000e-07   1.000740230000e-07    1.726435887865e-11   1.726435887865e-11   580_set1
2   12   15.000000   0.460000   0.465237   5787.538428  9.803521630000e-08   9.803521630000e-08    1.693901777407e-11   1.693901777407e-11   580_set2
2   13   15.000000   0.500000   0.500526   5255.541748  6.065738570000e-08   6.065738570000e-08    1.154160476854e-11   1.154160476854e-11   580_set2
2   13   15.000000   0.500000   0.501080   5236.905237  6.009487810000e-08   6.009487810000e-08    1.147526552045e-11   1.147526552045e-11   580_set1
2   14   15.000000   0.540000   0.540325   4717.844971  3.600318730000e-08   3.600318730000e-08    7.631278162234e-12   7.631278162234e-12   580_set1
2   14   15.000000   0.540000   0.540803   4704.900984  3.573589770000e-08   3.573589770000e-08    7.595462225778e-12   7.595462225778e-12   580_set2
2   15   15.000000   0.580000   0.580294   4267.830747  2.174458090000e-08   2.174458090000e-08    5.094996073892e-12   5.094996073892e-12   580_set1
2   15   15.000000   0.580000   0.580302   4259.190985  2.170342950000e-08   2.170342950000e-08    5.095669477240e-12   5.095669477240e-12   580_set2
2   16   15.000000   0.620000   0.608647   5843.299008  2.219438180000e-08   2.219438180000e-08    3.798262209347e-12   3.798262209347e-12   750_set2
2   16   15.000000   0.620000   0.620031   3879.779421  1.330697540000e-08   1.330697540000e-08    3.429827821647e-12   3.429827821647e-12   580_set1
2   16   15.000000   0.620000   0.620373   3884.904398  1.327751110000e-08   1.327751110000e-08    3.417718877931e-12   3.417718877931e-12   580_set2
