#This file contains updated Xsec and Reduced Xsec
#Xsec Units: ub * MeV^-1 *sr^-2
#Ksigcc1 Units: (ub * MeV^2 * sr^-2
#Red Xsec Units: MeV^-3
#!xb[i,0]/  yb[i,1]/   thnq_bin[f,2]/   pm_bin[f,3]/  pm_avg[f,4]/   Ksigcc1[f,5]/   pwiaXsec_theory[f,6]/    fsiXsec_theory[f,7]/   red_pwiaXsec_theory[f,8]/    red_fsiXsec_theory[f,9]/   setting[s,10]/
8   1   75.000000   0.020000   0.032054   2452.470794  1.719203250000e-03   1.665949580000e-03    7.010086538874e-07   6.792943606406e-07   80
8   2   75.000000   0.060000   0.061312   2469.757036  4.536283570000e-04   4.255143130000e-04    1.836732724668e-07   1.722899486863e-07   80
8   3   75.000000   0.100000   0.097880   2484.431425  9.756269840000e-05   8.693892670000e-05    3.926962822087e-08   3.499349019062e-08   80
8   4   75.000000   0.140000   0.137151   2472.729187  2.402128410000e-05   1.851280980000e-05    9.714482372873e-09   7.486792284949e-09   80
8   5   75.000000   0.180000   0.176925   2454.908448  7.091373920000e-06   4.288302420000e-06    2.888651072009e-09   1.746827839341e-09   80
8   6   75.000000   0.220000   0.217235   2457.191713  2.422855850000e-06   1.452775240000e-06    9.860263801077e-10   5.912339815872e-10   80
8   7   75.000000   0.260000   0.258085   2477.744716  9.472316500000e-07   5.305843950000e-07    3.822959015444e-10   2.141400571147e-10   80
8   8   75.000000   0.300000   0.299686   2522.109209  4.276444020000e-07   3.882150950000e-07    1.695582413616e-10   1.539247759830e-10   80
8   9   75.000000   0.340000   0.339653   2578.361945  2.319751830000e-07   3.291083870000e-07    8.996998402410e-11   1.276424311328e-10   80
8   10   75.000000   0.380000   0.379691   2644.538141  1.433379500000e-07   3.235840500000e-07    5.420150603152e-11   1.223593810137e-10   80
8   11   75.000000   0.420000   0.419340   2709.620104  9.752245990000e-08   3.044584690000e-07    3.599119291890e-11   1.123620497761e-10   80
8   12   75.000000   0.460000   0.458626   2784.090760  7.065007840000e-08   2.157816890000e-07    2.537635604954e-11   7.750526387293e-11   80
8   13   75.000000   0.500000   0.498117   2853.176399  5.252368380000e-08   1.562235210000e-07    1.840884560044e-11   5.475424549802e-11   80
8   14   75.000000   0.540000   0.537633   2942.794775  3.984482960000e-08   1.147851570000e-07    1.353979215217e-11   3.900549164187e-11   80
8   15   75.000000   0.580000   0.576881   3035.950695  3.044374100000e-08   7.809218760000e-08    1.002774552635e-11   2.572248216304e-11   80
8   16   75.000000   0.620000   0.615864   3162.988536  2.352249620000e-08   5.387133730000e-08    7.436794642875e-12   1.703178392424e-11   80
8   17   75.000000   0.660000   0.653612   3314.687355  1.839462670000e-08   3.397767250000e-08    5.549430377575e-12   1.025064172304e-11   80
8   18   75.000000   0.700000   0.693321   3485.750390  1.417533870000e-08   2.101333070000e-08    4.066653407159e-12   6.028352104696e-12   80
8   19   75.000000   0.740000   0.734930   3646.265371  1.058275350000e-08   1.360925380000e-08    2.902354168780e-12   3.732381605639e-12   80
