#theta_nq = 45 +/- 5 deg :: Q2 = 3.5 +/- 0.5 GeV2 :: All (*_syst) errors are relative, dsig / sig [%],  all(*_err) are absolute. 
#pm_bin: central bin with +/- 0.02 GeV. The pwia/fsi Xsec are from Laget calculation. red_dataXsec_avg with nan values have > 50%% stats uncertainty should be ignored.
#Each of the quantities here have been averaged over overlapping (Pm, thnq) bins for Pm=80, 580(sets 1,2) and 750(sets 1,2,3). Energy and angle units are in [Gev] and [deg]  
#!pm_bin[i,0]/  pm_avg[f,1]/  red_dataXsec_avg[f,2]/   red_dataXsec_avg_stat_err[f,3]/   red_dataXsec_avg_syst_err[f,4]/   red_dataXsec_avg_tot_err[f,5]/   rel_stats_err[f,6]/   rel_norm_syst[f,7]/   rel_kin_syst[f,8]/   rel_syst_tot[f,9]/   rel_tot_err[f,10]/   Ei_avg[f, 11]/   kf_avg[f,12]/   the_avg[f,13]/   pf_avg[f,14]/   nu_avg[f,15]/   Q2_avg[f,16]/   q_avg[f,17]/ 
0.02000         0.03068       6.49330E+00              7.26593E-01                       2.86508E-01                       7.81041E-01                      0.11190               0.03661               0.02463              0.04412              0.12028              10.59839         8.63923         11.63690         2.73842         1.95916         3.76401         2.75723              
0.06000         0.05804       1.80699E+00              1.12334E-01                       1.15423E-01                       1.61064E-01                      0.06217               0.03661               0.05234              0.06388              0.08913              10.59844         8.65361         11.74497         2.72190         1.94483         3.84040         2.76093              
0.10000         0.09531       3.64016E-01              2.65654E-02                       2.90015E-02                       3.93295E-02                      0.07298               0.03661               0.07076              0.07967              0.10804              10.59838         8.68853         11.80809         2.68167         1.90985         3.89729         2.74678              
0.14000         0.13365       8.33640E-02              1.11080E-02                       6.47953E-03                       1.28597E-02                      0.13325               0.03661               0.06856              0.07773              0.15426              10.59830         8.71752         11.86677         2.64593         1.88078         3.94908         2.73613              
0.18000         0.16738       4.94696E-02              1.67858E-02                       3.58273E-03                       1.71639E-02                      0.33932               0.03661               0.06249              0.07242              0.34696              10.59849         8.73110         11.92346         2.62606         1.86739         3.99304         2.73500              
0.22000         nan           NAN                      NAN                               NAN                               NAN                              nan                   nan                   nan                  nan                  nan                  nan              nan             nan              2.60854         nan             nan             nan                  
0.26000         nan           NAN                      NAN                               NAN                               NAN                              nan                   nan                   nan                  nan                  nan                  nan              nan             nan              nan             nan             nan             nan                  
0.30000         0.31745       NAN                      1.01009E-02                       3.33377E-04                       1.01064E-02                      1.20767               0.03758               0.01327              0.03986              1.20833              10.59899         9.17852         10.72527         2.09897         1.42047         3.39891         2.32737              
0.34000         0.34768       4.20104E-04              1.54668E-04                       2.34170E-05                       1.56431E-04                      0.36817               0.05302               0.01720              0.05574              0.37236              10.59982         9.16101         10.82344         2.11369         1.43881         3.45490         2.35055              
0.38000         0.38332       3.01566E-04              5.14491E-05                       1.66175E-05                       5.40662E-05                      0.17061               0.05302               0.01500              0.05510              0.17928              10.59948         9.14129         10.93624         2.12077         1.45819         3.51936         2.37607              
0.42000         0.42526       1.61313E-04              2.19738E-05                       1.08095E-05                       2.44886E-05                      0.13622               0.06505               0.01608              0.06701              0.15181              10.59945         9.15350         10.95799         2.05613         1.44594         3.53821         2.37259              
0.46000         0.46385       1.25089E-04              1.37167E-05                       1.08029E-05                       1.74599E-05                      0.10966               0.08410               0.01966              0.08636              0.13958              10.59939         9.15649         10.98340         2.06761         1.44290         3.55583         2.37441              
0.50000         0.50159       9.86100E-05              9.38175E-06                       8.51417E-06                       1.26692E-05                      0.09514               0.08410               0.01957              0.08634              0.12848              10.59916         9.12891         11.08909         2.07872         1.47026         3.61346         2.40312              
0.54000         0.54044       7.40245E-05              6.63803E-06                       6.39894E-06                       9.22008E-06                      0.08967               0.08410               0.02001              0.08644              0.12455              10.59895         9.10088         11.19735         2.08856         1.49807         3.67273         2.43245              
0.58000         0.57974       6.26061E-05              5.25359E-06                       5.42603E-06                       7.55262E-06                      0.08392               0.08410               0.02097              0.08667              0.12064              10.59873         9.07274         11.29343         2.09712         1.52598         3.72413         2.46022              
0.62000         0.61922       4.38124E-05              3.98378E-06                       3.80741E-06                       5.51061E-06                      0.09093               0.08410               0.02191              0.08690              0.12578              10.59862         9.04339         11.38004         2.10592         1.55524         3.76892         2.48751              
0.66000         0.65889       3.68714E-05              3.49793E-06                       3.21782E-06                       4.75288E-06                      0.09487               0.08410               0.02333              0.08727              0.12890              10.59845         9.01276         11.45686         2.11487         1.58570         3.80674         2.51420              
0.70000         0.69869       3.28269E-05              3.30487E-06                       2.88147E-06                       4.38464E-06                      0.10068               0.08410               0.02516              0.08778              0.13357              10.59840         8.98164         11.52336         2.12338         1.61677         3.83755         2.53999              
0.74000         0.73850       3.02874E-05              3.27480E-06                       2.67310E-06                       4.22727E-06                      0.10812               0.08410               0.02679              0.08826              0.13957              10.59837         8.94919         11.58102         2.13239         1.64918         3.86188         2.56548              
0.78000         0.77856       2.62080E-05              3.25396E-06                       2.09472E-06                       3.86989E-06                      0.12416               0.07523               0.02700              0.07993              0.14766              10.59833         8.92499         11.60039         2.14141         1.67334         3.86425         2.58153              
0.82000         0.81836       1.64611E-05              2.71474E-06                       1.48195E-06                       3.09289E-06                      0.16492               0.08410               0.03214              0.09003              0.18789              10.59822         8.88028         11.67179         2.15187         1.71794         3.89215         2.61601              
0.86000         0.85822       1.61986E-05              2.85947E-06                       1.47486E-06                       3.21742E-06                      0.17653               0.08410               0.03490              0.09105              0.19862              10.59814         8.84159         11.71677         2.16504         1.75655         3.90499         2.64396              
0.90000         0.89831       1.67930E-05              3.13787E-06                       1.40047E-06                       3.43621E-06                      0.18686               0.07532               0.03580              0.08340              0.20462              10.59811         8.81111         11.72593         2.17802         1.78700         3.89757         2.66289              
0.94000         0.93852       9.87289E-06              2.56273E-06                       7.33958E-07                       2.66576E-06                      0.25957               0.06527               0.03558              0.07434              0.27001              10.59812         8.78690         11.70730         2.19191         1.81123         3.87455         2.67490              
0.98000         0.97853       7.98887E-06              2.42311E-06                       6.96787E-07                       2.52130E-06                      0.30331               0.07523               0.04414              0.08722              0.31560              10.59800         8.72953         11.78692         2.20719         1.86847         3.90158         2.71897              
1.02000         1.01844       6.65554E-06              2.35909E-06                       5.67444E-07                       2.42638E-06                      0.35446               0.06527               0.05485              0.08526              0.36456              10.59803         8.70769         11.75036         2.22022         1.89034         3.86779         2.72785              
1.06000         1.05818       6.25747E-06              2.43183E-06                       1.63628E-06                       2.93107E-06                      0.38863               0.06527               0.25322              0.26149              0.46841              10.59796         8.66916         11.76205         2.23312         1.92880         3.85828         2.75292              
1.10000         1.09796       NAN                      4.79080E-06                       1.80146E-07                       4.79419E-06                      1.00028               0.03761               0.00000              0.03761              1.00099              10.59797         8.63177         11.76568         2.24539         1.96619         3.84401         2.77668              
1.14000         1.13756       8.11909E-06              3.44058E-06                       4.32302E-07                       3.46763E-06                      0.42376               0.05325               0.00000              0.05325              0.42710              10.59782         8.59655         11.77035         2.25474         2.00127         3.83130         2.79935              
1.18000         1.17299       NAN                      4.28499E-06                       2.79209E-07                       4.29408E-06                      0.57838               0.03769               0.00000              0.03769              0.57960              10.59794         8.56351         11.77654         2.26317         2.03443         3.82062         2.82126              
