#This file contains updated Xsec and Reduced Xsec
#Xsec Units: ub * MeV^-1 *sr^-2
#Ksigcc1 Units: (ub * MeV^2 * sr^-2
#Red Xsec Units: MeV^-3
#!xb[i,0]/  yb[i,1]/   thnq_bin[f,2]/   pm_bin[f,3]/  pm_avg[f,4]/   Ksigcc1[f,5]/   pwiaXsec_theory[f,6]/    fsiXsec_theory[f,7]/   red_pwiaXsec_theory[f,8]/    red_fsiXsec_theory[f,9]/   setting[s,10]/
3   1   25.000000   0.020000   0.032152   2416.040503  1.675061040000e-03   1.675061040000e-03    6.933083439289e-07   6.933083439289e-07   80
3   2   25.000000   0.060000   0.062560   2287.685901  3.964334410000e-04   3.964334410000e-04    1.732901535244e-07   1.732901535244e-07   80
3   3   25.000000   0.100000   0.099209   2050.265965  7.720456700000e-05   7.720456700000e-05    3.765587895325e-08   3.765587895325e-08   80
3   4   25.000000   0.140000   0.137853   1768.190705  1.724431990000e-05   1.724431990000e-05    9.752522649982e-09   9.752522649982e-09   80
3   5   25.000000   0.180000   0.176850   1616.495749  4.906790730000e-06   4.906790730000e-06    3.035449201172e-09   3.035449201172e-09   80
3   6   25.000000   0.220000   0.216640   1535.604395  1.645725250000e-06   1.645725250000e-06    1.071711734714e-09   1.071711734714e-09   80
3   7   25.000000   0.260000   0.256381   1484.767586  6.374681000000e-07   6.374681000000e-07    4.293386426339e-10   4.293386426339e-10   80
3   8   25.000000   0.300000   0.296126   1433.195998  2.758615310000e-07   2.758615310000e-07    1.924799757918e-10   1.924799757918e-10   80
3   9   25.000000   0.340000   0.334696   1392.310835  1.357382680000e-07   1.357382680000e-07    9.749135364590e-11   9.749135364590e-11   80
3   10   25.000000   0.380000   0.370262   1342.835765  7.536026840000e-08   7.536026840000e-08    5.612024222486e-11   5.612024222486e-11   80
3   10   25.000000   0.380000   0.392151   7160.611871  2.956290540000e-07   2.956290540000e-07    4.128544589845e-11   4.128544589845e-11   580_set1
3   10   25.000000   0.380000   0.396911   7058.289581  2.735171020000e-07   2.735171020000e-07    3.875118736078e-11   3.875118736078e-11   580_set2
3   11   25.000000   0.420000   0.428156   6460.793308  1.691822260000e-07   1.691822260000e-07    2.618598335138e-11   2.618598335138e-11   580_set2
3   11   25.000000   0.420000   0.428808   6458.293244  1.677463650000e-07   1.677463650000e-07    2.597379193889e-11   2.597379193889e-11   580_set1
3   12   25.000000   0.460000   0.463179   6054.836299  1.054573580000e-07   1.054573580000e-07    1.741704528286e-11   1.741704528286e-11   580_set1
3   12   25.000000   0.460000   0.463556   6044.919966  1.048461120000e-07   1.048461120000e-07    1.734449961120e-11   1.734449961120e-11   580_set2
3   13   25.000000   0.500000   0.500858   5626.778707  6.500182300000e-08   6.500182300000e-08    1.155222666197e-11   1.155222666197e-11   580_set1
3   13   25.000000   0.500000   0.500960   5646.240615  6.516169010000e-08   6.516169010000e-08    1.154072143629e-11   1.154072143629e-11   580_set2
3   13   25.000000   0.500000   0.510352   8060.665463  8.345001190000e-08   8.345001190000e-08    1.035274473095e-11   1.035274473095e-11   750_set3
3   13   25.000000   0.500000   0.513465   7888.535881  7.908519360000e-08   7.908519360000e-08    1.002533230412e-11   1.002533230412e-11   750_set2
3   13   25.000000   0.500000   0.513903   7887.584188  7.872475680000e-08   7.872475680000e-08    9.980845202232e-12   9.980845202232e-12   750_set1
3   14   25.000000   0.540000   0.539913   5126.165480  3.947349270000e-08   3.947349270000e-08    7.700393764893e-12   7.700393764893e-12   580_set1
3   14   25.000000   0.540000   0.540251   5133.291118  3.938043490000e-08   3.938043490000e-08    7.671576381459e-12   7.671576381459e-12   580_set2
3   14   25.000000   0.540000   0.546146   7425.988801  5.310685560000e-08   5.310685560000e-08    7.151486088001e-12   7.151486088001e-12   750_set3
3   14   25.000000   0.540000   0.546358   7383.772842  5.271647130000e-08   5.271647130000e-08    7.139503398607e-12   7.139503398607e-12   750_set1
3   14   25.000000   0.540000   0.546867   7386.737479  5.244735260000e-08   5.244735260000e-08    7.100205300257e-12   7.100205300257e-12   750_set2
3   15   25.000000   0.580000   0.579678   4633.182862  2.388440630000e-08   2.388440630000e-08    5.155075249866e-12   5.155075249866e-12   580_set2
3   15   25.000000   0.580000   0.579709   4629.108959  2.385769230000e-08   2.385769230000e-08    5.153841162804e-12   5.153841162804e-12   580_set1
3   15   25.000000   0.580000   0.582431   6877.522392  3.409614410000e-08   3.409614410000e-08    4.957620223769e-12   4.957620223769e-12   750_set2
3   15   25.000000   0.580000   0.582458   6891.236391  3.415268660000e-08   3.415268660000e-08    4.955959230277e-12   4.955959230277e-12   750_set3
3   15   25.000000   0.580000   0.582647   6880.065537  3.402768820000e-08   3.402768820000e-08    4.945837800091e-12   4.945837800091e-12   750_set1
3   16   25.000000   0.620000   0.619539   4194.376581  1.453898750000e-08   1.453898750000e-08    3.466304758104e-12   3.466304758104e-12   580_set1
3   16   25.000000   0.620000   0.619594   4185.958399  1.449804940000e-08   1.449804940000e-08    3.463495815788e-12   3.463495815788e-12   580_set2
3   16   25.000000   0.620000   0.620672   6357.960741  2.152120880000e-08   2.152120880000e-08    3.384923197342e-12   3.384923197342e-12   750_set1
3   16   25.000000   0.620000   0.620680   6349.418325  2.148266320000e-08   2.148266320000e-08    3.383406494956e-12   3.383406494956e-12   750_set3
3   16   25.000000   0.620000   0.620812   6353.141630  2.147427200000e-08   2.147427200000e-08    3.380102829535e-12   3.380102829535e-12   750_set2
3   17   25.000000   0.660000   0.658770   3876.519054  9.092993100000e-09   9.092993100000e-09    2.345659333370e-12   2.345659333370e-12   580_set1
3   17   25.000000   0.660000   0.658907   3879.830035  9.087867100000e-09   9.087867100000e-09    2.342336395672e-12   2.342336395672e-12   580_set2
3   17   25.000000   0.660000   0.659691   5806.988492  1.333343240000e-08   1.333343240000e-08    2.296101054509e-12   2.296101054509e-12   750_set2
3   17   25.000000   0.660000   0.659759   5803.865563  1.331699080000e-08   1.331699080000e-08    2.294503664057e-12   2.294503664057e-12   750_set1
3   17   25.000000   0.660000   0.660128   5799.978048  1.326172150000e-08   1.326172150000e-08    2.286512360952e-12   2.286512360952e-12   750_set3
3   18   25.000000   0.700000   0.698155   3665.660757  5.793975200000e-09   5.793975200000e-09    1.580608677149e-12   1.580608677149e-12   580_set1
3   18   25.000000   0.700000   0.698226   3669.585920  5.796756600000e-09   5.796756600000e-09    1.579675943383e-12   1.579675943383e-12   580_set2
3   18   25.000000   0.700000   0.699738   5272.303355  8.121551950000e-09   8.121551950000e-09    1.540418182178e-12   1.540418182178e-12   750_set2
3   18   25.000000   0.700000   0.699787   5275.155178  8.119225500000e-09   8.119225500000e-09    1.539144390266e-12   1.539144390266e-12   750_set3
3   18   25.000000   0.700000   0.699790   5272.170252  8.116343060000e-09   8.116343060000e-09    1.539469074793e-12   1.539469074793e-12   750_set1
3   19   25.000000   0.740000   0.737452   3524.094667  3.739842210000e-09   3.739842210000e-09    1.061220700176e-12   1.061220700176e-12   580_set1
3   19   25.000000   0.740000   0.737497   3526.087274  3.740050360000e-09   3.740050360000e-09    1.060680031257e-12   1.060680031257e-12   580_set2
3   19   25.000000   0.740000   0.739425   4817.697532  4.977957350000e-09   4.977957350000e-09    1.033264815181e-12   1.033264815181e-12   750_set2
3   19   25.000000   0.740000   0.739451   4818.344498  4.977882840000e-09   4.977882840000e-09    1.033110613420e-12   1.033110613420e-12   750_set1
3   19   25.000000   0.740000   0.739564   4817.936778  4.970836450000e-09   4.970836450000e-09    1.031735508174e-12   1.031735508174e-12   750_set3
3   20   25.000000   0.780000   0.776351   3407.028393  2.423857340000e-09   2.423857340000e-09    7.114285707099e-13   7.114285707099e-13   580_set1
3   20   25.000000   0.780000   0.776532   3403.924473  2.418411900000e-09   2.418411900000e-09    7.104775441356e-13   7.104775441356e-13   580_set2
3   20   25.000000   0.780000   0.779089   4427.517131  3.054814650000e-09   3.054814650000e-09    6.899611135576e-13   6.899611135576e-13   750_set3
3   20   25.000000   0.780000   0.779284   4424.641588  3.046436470000e-09   3.046436470000e-09    6.885159869812e-13   6.885159869812e-13   750_set2
3   20   25.000000   0.780000   0.779338   4419.105042  3.041887890000e-09   3.041887890000e-09    6.883493062711e-13   6.883493062711e-13   750_set1
