#!Run[i,0]/    dataY[f,1]/      dataY_err[f,2]/    simcY[f,3]/       simcY_err[f,4]/    R[f,5]/            R_err[f,6]/          shms_3of4_rate[f,7]/  
3371           429.522491954     2.47325007202      407.279678673     3.09282732542      0.94821502087     0.00903659176016     45.307
3288           1047.57442326     6.11857786756      992.306439608     2.89144919302      0.947241950145     0.0061828499572     80.3902
3374           3653.56227124     21.4991912724      3381.90941095     9.35575869647      0.925647124608     0.00601882431168     271.992
3377           10454.7178904     61.9489850737      8943.70625925     19.239917458      0.855470836514     0.00539277921972     634.447
