#This file contains updated Xsec and Reduced Xsec
#Xsec Units: ub * MeV^-1 *sr^-2
#Ksigcc1 Units: (ub * MeV^2 * sr^-2
#Red Xsec Units: MeV^-3
#!xb[i,0]/  yb[i,1]/   thnq_bin[f,2]/   pm_bin[f,3]/  pm_avg[f,4]/   Ksigcc1[f,5]/   pwiaXsec_theory[f,6]/    fsiXsec_theory[f,7]/   red_pwiaXsec_theory[f,8]/    red_fsiXsec_theory[f,9]/   setting[s,10]/
8   1   75.000000   0.020000   0.030849   2477.883586  1.721756590000e-03   1.721756590000e-03    6.948496691805e-07   6.948496691805e-07   80
8   2   75.000000   0.060000   0.061793   2474.413620  4.553473510000e-04   4.553473510000e-04    1.840223264694e-07   1.840223264694e-07   80
8   3   75.000000   0.100000   0.098312   2488.265655  9.851731870000e-05   9.851731870000e-05    3.959276554818e-08   3.959276554818e-08   80
8   4   75.000000   0.140000   0.137906   2477.263582  2.453417400000e-05   2.453417400000e-05    9.903739827392e-09   9.903739827392e-09   80
8   5   75.000000   0.180000   0.177597   2456.174948  7.369434360000e-06   7.369434360000e-06    3.000370297727e-09   3.000370297727e-09   80
8   6   75.000000   0.220000   0.218064   2459.004213  2.567535880000e-06   2.567535880000e-06    1.044136429871e-09   1.044136429871e-09   80
8   7   75.000000   0.260000   0.257951   2481.501300  1.013544200000e-06   1.013544200000e-06    4.084399230417e-10   4.084399230417e-10   80
8   8   75.000000   0.300000   0.298236   2525.317935  4.486835600000e-07   4.486835600000e-07    1.776740875996e-10   1.776740875996e-10   80
8   9   75.000000   0.340000   0.338596   2577.077251  2.292042670000e-07   2.292042670000e-07    8.893961828698e-11   8.893961828698e-11   80
8   10   75.000000   0.380000   0.378512   2643.305035  1.284406190000e-07   1.284406190000e-07    4.859091830088e-11   4.859091830088e-11   80
8   11   75.000000   0.420000   0.418504   2715.197378  7.759679850000e-08   7.759679850000e-08    2.857869528335e-11   2.857869528335e-11   80
8   12   75.000000   0.460000   0.458276   2804.875093  4.965616760000e-08   4.965616760000e-08    1.770352188728e-11   1.770352188728e-11   80
8   13   75.000000   0.500000   0.498229   2884.558162  3.270293400000e-08   3.270293400000e-08    1.133724201884e-11   1.133724201884e-11   80
8   14   75.000000   0.540000   0.537446   2968.336303  2.213574010000e-08   2.213574010000e-08    7.457288474230e-12   7.457288474230e-12   80
8   15   75.000000   0.580000   0.577095   3067.334380  1.522949800000e-08   1.522949800000e-08    4.965059596796e-12   4.965059596796e-12   80
8   16   75.000000   0.620000   0.616762   3176.110118  1.068046690000e-08   1.068046690000e-08    3.362750818830e-12   3.362750818830e-12   80
8   17   75.000000   0.660000   0.654846   3317.821634  7.648499680000e-09   7.648499680000e-09    2.305277535604e-12   2.305277535604e-12   80
8   18   75.000000   0.700000   0.694032   3486.695052  5.396470890000e-09   5.396470890000e-09    1.547732396874e-12   1.547732396874e-12   80
8   19   75.000000   0.740000   0.732023   3616.254538  3.692322410000e-09   3.692322410000e-09    1.021034988329e-12   1.021034988329e-12   80
