#This file contains updated Xsec and Reduced Xsec
#Xsec Units: ub * MeV^-1 *sr^-2
#Ksigcc1 Units: (ub * MeV^2 * sr^-2
#Red Xsec Units: MeV^-3
#!xb[i,0]/  yb[i,1]/   thnq_bin[f,2]/   pm_bin[f,3]/  pm_avg[f,4]/   Ksigcc1[f,5]/   pwiaXsec_theory[f,6]/    fsiXsec_theory[f,7]/   red_pwiaXsec_theory[f,8]/    red_fsiXsec_theory[f,9]/   setting[s,10]/
5   1   45.000000   0.020000   0.031454   2432.505620  1.748471680000e-03   1.748471680000e-03    7.187945078622e-07   7.187945078622e-07   80
5   2   45.000000   0.060000   0.062944   2346.817229  4.094733890000e-04   4.094733890000e-04    1.744803063230e-07   1.744803063230e-07   80
5   3   45.000000   0.100000   0.099068   2205.531289  8.244783020000e-05   8.244783020000e-05    3.738229904568e-08   3.738229904568e-08   80
5   4   45.000000   0.140000   0.138875   2055.294914  1.913185120000e-05   1.913185120000e-05    9.308567383532e-09   9.308567383532e-09   80
5   5   45.000000   0.180000   0.178310   1940.422854  5.372775550000e-06   5.372775550000e-06    2.768868413874e-09   2.768868413874e-09   80
5   6   45.000000   0.220000   0.217970   1831.332721  1.759167080000e-06   1.759167080000e-06    9.605939214800e-10   9.605939214800e-10   80
5   7   45.000000   0.260000   0.257825   1737.787372  6.672184470000e-07   6.672184470000e-07    3.839471144459e-10   3.839471144459e-10   80
5   8   45.000000   0.300000   0.297723   1661.427333  2.890417870000e-07   2.890417870000e-07    1.739719705213e-10   1.739719705213e-10   80
5   9   45.000000   0.340000   0.337703   1597.103550  1.466364410000e-07   1.466364410000e-07    9.181398476010e-11   9.181398476010e-11   80
5   10   45.000000   0.380000   0.378097   1547.496688  8.508700880000e-08   8.508700880000e-08    5.498364517340e-11   5.498364517340e-11   80
5   11   45.000000   0.420000   0.417853   1513.559243  5.483026800000e-08   5.483026800000e-08    3.622604681884e-11   3.622604681884e-11   80
5   11   45.000000   0.420000   0.431150   6788.237568  2.278186980000e-07   2.278186980000e-07    3.356080215488e-11   3.356080215488e-11   580_set1
5   11   45.000000   0.420000   0.430623   6769.884414  2.256902160000e-07   2.256902160000e-07    3.333738099476e-11   3.333738099476e-11   580_set2
5   12   45.000000   0.460000   0.457617   1489.361137  3.791760280000e-08   3.791760280000e-08    2.545897154022e-11   2.545897154022e-11   80
5   12   45.000000   0.460000   0.466527   6403.218891  1.588267830000e-07   1.588267830000e-07    2.480420952394e-11   2.480420952394e-11   580_set1
5   12   45.000000   0.460000   0.466827   6377.273054  1.585908980000e-07   1.585908980000e-07    2.486813668744e-11   2.486813668744e-11   580_set2
5   13   45.000000   0.500000   0.497535   1481.507228  2.711396290000e-08   2.711396290000e-08    1.830160689570e-11   1.830160689570e-11   80
5   13   45.000000   0.500000   0.503347   6132.704914  1.143801810000e-07   1.143801810000e-07    1.865085351472e-11   1.865085351472e-11   580_set2
5   13   45.000000   0.500000   0.503442   6125.170007  1.140949730000e-07   1.140949730000e-07    1.862723367182e-11   1.862723367182e-11   580_set1
5   14   45.000000   0.540000   0.536888   1481.901691  1.980850470000e-08   1.980850470000e-08    1.336694925197e-11   1.336694925197e-11   80
5   14   45.000000   0.540000   0.541745   5938.775873  8.281148230000e-08   8.281148230000e-08    1.394420063510e-11   1.394420063510e-11   580_set1
5   14   45.000000   0.540000   0.541842   5931.458331  8.245918150000e-08   8.245918150000e-08    1.390200805577e-11   1.390200805577e-11   580_set2
5   14   45.000000   0.540000   0.550031   7905.727688  1.016966180000e-07   1.016966180000e-07    1.286366315834e-11   1.286366315834e-11   750_set3
5   14   45.000000   0.540000   0.549361   8015.010471  1.012210250000e-07   1.012210250000e-07    1.262893234716e-11   1.262893234716e-11   750_set2
5   14   45.000000   0.540000   0.550139   7961.249326  1.009863540000e-07   1.009863540000e-07    1.268473701360e-11   1.268473701360e-11   750_set1
5   15   45.000000   0.580000   0.576321   1483.715288  1.473835760000e-08   1.473835760000e-08    9.933413586286e-12   9.933413586286e-12   80
5   15   45.000000   0.580000   0.580712   5749.775380  5.989566450000e-08   5.989566450000e-08    1.041704423939e-11   1.041704423939e-11   580_set1
5   15   45.000000   0.580000   0.580684   5748.892506  5.992103740000e-08   5.992103740000e-08    1.042305754325e-11   1.042305754325e-11   580_set2
5   15   45.000000   0.580000   0.586545   7464.120616  7.449174670000e-08   7.449174670000e-08    9.979976280169e-12   9.979976280169e-12   750_set2
5   15   45.000000   0.580000   0.586107   7463.340438  7.416787740000e-08   7.416787740000e-08    9.937624849909e-12   9.937624849909e-12   750_set1
5   15   45.000000   0.580000   0.586630   7476.690259  7.361301780000e-08   7.361301780000e-08    9.845669039371e-12   9.845669039371e-12   750_set3
5   16   45.000000   0.620000   0.614087   1495.146293  1.106807780000e-08   1.106807780000e-08    7.402672134372e-12   7.402672134372e-12   80
5   16   45.000000   0.620000   0.620086   5568.014750  4.301193360000e-08   4.301193360000e-08    7.724823932983e-12   7.724823932983e-12   580_set2
5   16   45.000000   0.620000   0.620037   5559.842556  4.302762820000e-08   4.302762820000e-08    7.739001197717e-12   7.739001197717e-12   580_set1
5   16   45.000000   0.620000   0.623573   7130.845291  5.322422090000e-08   5.322422090000e-08    7.463942734415e-12   7.463942734415e-12   750_set2
