
    # average kinematics results
    # averaged kinematic varibles used as input to calculate the averaged 
    # kinematics: Ei, omega, th_e, pf # variables with _mc attached are from histograms not calculated
    #! th_nq_mc[f,0]/ th_nq_calc[f,1]/ pm[f,2]/ Ei[f,3]/ omega[f,4]/ th_e[f,5]/ q_lab[f,6]/ pf[f,7]/ pm_mc[f,8]/ q_mc[f,9]/ th_pq_cm[f,10]/ beta_cm[f,11]/  Q^2[f,12]/  phi[f,13]/ cos_phi[f,14]/ sin_phi[f,15]/ pm_b[f,16]/ ix[i,17]/ iy[i,18]/ pm_b_av[f,19]/ tot_err[f, 20]/ kin[s,21]/
	15.0 -1.0 0.0 0.0 -0.51099 0.0 0.51099 0.0 0.0 0.0 180.0 0.000273 0.0 0.0 0.0 0.0 0.02  2 1 5.048232166666667 0.0 750_set2 
15.0 -1.0 0.0 0.0 -0.51099 0.0 0.51099 0.0 0.0 0.0 180.0 0.000273 0.0 0.0 0.0 0.0 0.02  2 1 5.048232166666667 0.0 750_set1 
15.0 -1.0 0.0 0.0 -0.51099 0.0 0.51099 0.0 0.0 0.0 180.0 0.000273 0.0 0.0 0.0 0.0 0.02  2 1 5.048232166666667 0.0 750_set3 
15.0 -1.0 0.0 0.0 -0.51099 0.0 0.51099 0.0 0.0 0.0 180.0 0.000273 0.0 0.0 0.0 0.0 0.02  2 1 5.048232166666667 0.0 580_set1 
15.0 -1.0 0.0 0.0 -0.51099 0.0 0.51099 0.0 0.0 0.0 180.0 0.000273 0.0 0.0 0.0 0.0 0.02  2 1 5.048232166666667 0.0 580_set2 
15.0 25.103096 32.229901 10598.942757 2114.075645 12.287452 2930.791706 2901.638269 30.289393 2930.786848 0.803624 0.734592 4120224.1911762254 106.45688393683506 -0.040792 0.138093 0.02  2 1 5.048232166666667 0.0 80 
15.0 -1.0 0.0 0.0 -0.51099 0.0 0.51099 0.0 0.0 0.0 180.0 0.000273 0.0 0.0 0.0 0.0 0.06  2 2 9.979649833333333 0.0 750_set2 
15.0 -1.0 0.0 0.0 -0.51099 0.0 0.51099 0.0 0.0 0.0 180.0 0.000273 0.0 0.0 0.0 0.0 0.06  2 2 9.979649833333333 0.0 750_set1 
15.0 -1.0 0.0 0.0 -0.51099 0.0 0.51099 0.0 0.0 0.0 180.0 0.000273 0.0 0.0 0.0 0.0 0.06  2 2 9.979649833333333 0.0 750_set3 
15.0 -1.0 0.0 0.0 -0.51099 0.0 0.51099 0.0 0.0 0.0 180.0 0.000273 0.0 0.0 0.0 0.0 0.06  2 2 9.979649833333333 0.0 580_set1 
15.0 -1.0 0.0 0.0 -0.51099 0.0 0.51099 0.0 0.0 0.0 180.0 0.000273 0.0 0.0 0.0 0.0 0.06  2 2 9.979649833333333 0.0 580_set2 
15.0 22.633802 62.47717 10598.826408 2096.820816 12.458493 2939.462536 2881.897449 59.877899 2939.453125 1.449563 0.739966 4243782.4661366455 155.82835604419168 -0.045118 0.02025 0.06  2 2 9.979649833333333 0.0 80 
