#!Run[i,0]/    dataY[f,1]/      dataY_err[f,2]/    simcY[f,3]/       simcY_err[f,4]/    R[f,5]/            R_err[f,6]/          shms_3of4_rate[f,7]/  
3371           472.875382528     2.59620042406      454.534549773     3.26732813823      0.961214236493     0.0086943055719     45.307
3288           1153.73034274     6.41667262466      1108.60083404     3.05618938267      0.96088383305     0.00596461722078     80.3902
3374           4017.76423496     22.53749339      3757.50748074     9.86161292528      0.935223487741     0.00579190374566     271.992
3377           11471.1186003     64.8782624132      9965.98232913     20.3097463994      0.868789058535     0.00522293627238     634.447
