#!Run[i,0]/    dataY[f,1]/      dataY_err[f,2]/    simcY[f,3]/       simcY_err[f,4]/    R[f,5]/            R_err[f,6]/          shms_3of4_rate[f,7]/  
3371           512.192116946     2.70468680748      508.083810538     3.4544346382      0.991978973764     0.00853969545168     45.307
3288           1255.85612812     6.69033330104      1261.84859705     3.26059070842      1.00477162057     0.00594916167431     80.3902
3374           4347.93126913     23.4281862614      4266.50077128     10.5083357718      0.981271438575     0.00581362106557     271.992
3377           12416.120058     67.4677520893      11166.2743533     21.4980262585      0.899336854114     0.00518456061378     634.447
