#theta_nq = 85 +/- 5 deg :: All errors are relative, dsig / sig [%] 
#!pm_avg[f,0]/   kin_syst[f,1]/   norm_syst[f,2]/   tot_syst[f,3]/   tot_stats[f,4]/   tot_err[f,5]/
0.03071  6.22500   2.55560   6.72920  36.37550   36.99270
0.06108  7.24540   2.55560   7.68290  11.56630   13.88550
0.09839  6.03860   2.55560   6.55710  8.45260   10.69780
0.13708  5.19880   2.55560   5.79300  9.86590   11.44100
0.17669  4.32070   2.55560   5.01990  14.42230   15.27100
0.21679  3.64540   2.55560   4.45200  22.55110   22.98640
0.25716  2.92170   2.55560   3.88170  26.89190   27.17060
0.29772  2.20140   2.55560   3.37300  70.79020   70.87050
0.33771  1.63920   2.55560   3.03620  70.85710   70.92210
0.37734  1.25390   2.55560   2.84670  100.15020   100.19060
0.41520  0.00000   0.00000   0.00000  nan   nan
0.45261  0.00000   0.00000   0.00000  nan   nan
0.48941  0.00000   0.00000   0.00000  nan   nan
nan  0.00000   0.00000   0.00000  nan   nan
nan  0.00000   0.00000   0.00000  nan   nan
nan  0.00000   0.00000   0.00000  nan   nan
nan  0.00000   0.00000   0.00000  nan   nan
nan  0.00000   0.00000   0.00000  nan   nan
nan  0.00000   0.00000   0.00000  nan   nan
nan  0.00000   0.00000   0.00000  nan   nan
nan  0.00000   0.00000   0.00000  nan   nan
nan  0.00000   0.00000   0.00000  nan   nan
nan  0.00000   0.00000   0.00000  nan   nan
nan  0.00000   0.00000   0.00000  nan   nan
nan  0.00000   0.00000   0.00000  nan   nan
nan  0.00000   0.00000   0.00000  nan   nan
nan  0.00000   0.00000   0.00000  nan   nan
nan  0.00000   0.00000   0.00000  nan   nan
nan  0.00000   0.00000   0.00000  nan   nan
nan  0.00000   0.00000   0.00000  nan   nan
