#theta_nq = 5 +/- 5 deg :: All errors are relative, dsig / sig [%] 
#!pm_avg[f,0]/   kin_syst[f,1]/   norm_syst[f,2]/   tot_syst[f,3]/   tot_stats[f,4]/   tot_err[f,5]/
0.03259  4.30520   2.55560   5.00660  42.52480   42.81850
0.06183  5.46320   2.55560   6.03140  14.47060   15.67720
0.09878  5.27700   2.55560   5.86330  10.63230   12.14190
0.13646  5.02030   2.55560   5.63330  16.60330   17.53290
0.17414  4.87330   2.55560   5.50280  32.29460   32.76010
0.20994  4.99280   2.55560   5.60880  51.50610   51.81060
0.24568  0.00000   0.00000   0.00000  nan   nan
nan  0.00000   0.00000   0.00000  nan   nan
nan  0.00000   0.00000   0.00000  nan   nan
nan  0.00000   0.00000   0.00000  nan   nan
nan  0.00000   0.00000   0.00000  nan   nan
nan  0.00000   0.00000   0.00000  nan   nan
nan  0.00000   0.00000   0.00000  nan   nan
nan  0.00000   0.00000   0.00000  nan   nan
nan  0.00000   0.00000   0.00000  nan   nan
nan  0.00000   0.00000   0.00000  nan   nan
nan  0.00000   0.00000   0.00000  nan   nan
nan  0.00000   0.00000   0.00000  nan   nan
nan  0.00000   0.00000   0.00000  nan   nan
nan  0.00000   0.00000   0.00000  nan   nan
nan  0.00000   0.00000   0.00000  nan   nan
nan  0.00000   0.00000   0.00000  nan   nan
nan  0.00000   0.00000   0.00000  nan   nan
nan  0.00000   0.00000   0.00000  nan   nan
nan  0.00000   0.00000   0.00000  nan   nan
nan  0.00000   0.00000   0.00000  nan   nan
nan  0.00000   0.00000   0.00000  nan   nan
nan  0.00000   0.00000   0.00000  nan   nan
nan  0.00000   0.00000   0.00000  nan   nan
nan  0.00000   0.00000   0.00000  nan   nan
