#theta_nq = 65 +/- 5 deg :: All errors are relative, dsig / sig [%] 
#!pm_avg[f,0]/   kin_syst[f,1]/   norm_syst[f,2]/   tot_syst[f,3]/   tot_stats[f,4]/   tot_err[f,5]/
0.03116  2.00470   2.55560   3.24810  25.05220   25.26190
0.06157  2.77950   2.55560   3.77580  7.47070   8.37070
0.09847  2.33310   2.55560   3.46040  5.22560   6.26750
0.13752  1.24610   2.55560   2.84320  6.38700   6.99130
0.17772  0.37540   2.55560   2.58310  9.85310   10.18610
0.21785  0.45860   2.55560   2.59650  17.33320   17.52660
0.25887  0.67140   2.55560   2.64230  24.19420   24.33810
0.29937  0.65940   2.55560   2.63930  32.38430   32.49160
0.33983  0.56010   2.55560   2.61630  33.41840   33.52070
0.37986  0.44790   2.55560   2.59460  40.87480   40.95710
0.41972  0.35960   2.55560   2.58080  100.02450   100.05770
0.45962  0.29260   2.55560   2.57230  70.73060   70.77740
0.49914  0.24620   2.55560   2.56750  50.03450   50.10030
0.53842  0.21910   2.55560   2.56500  100.02300   100.05590
0.57766  0.21030   2.55560   2.56430  100.03770   100.07060
0.61616  0.00000   0.00000   0.00000  nan   nan
0.65470  0.00000   0.00000   0.00000  nan   nan
0.69390  0.00000   0.00000   0.00000  nan   nan
0.73068  0.00000   0.00000   0.00000  nan   nan
0.76170  0.00000   0.00000   0.00000  nan   nan
nan  0.00000   0.00000   0.00000  nan   nan
nan  0.00000   0.00000   0.00000  nan   nan
nan  0.00000   0.00000   0.00000  nan   nan
nan  0.00000   0.00000   0.00000  nan   nan
nan  0.00000   0.00000   0.00000  nan   nan
nan  0.00000   0.00000   0.00000  nan   nan
nan  0.00000   0.00000   0.00000  nan   nan
nan  0.00000   0.00000   0.00000  nan   nan
nan  0.00000   0.00000   0.00000  nan   nan
nan  0.00000   0.00000   0.00000  nan   nan
