#This file contains updated Xsec and Reduced Xsec
#Xsec Units: ub * MeV^-1 *sr^-2
#Ksigcc1 Units: (ub * MeV^2 * sr^-2
#Red Xsec Units: MeV^-3
#!xb[i,0]/  yb[i,1]/   thnq_bin[f,2]/   pm_bin[f,3]/  pm_avg[f,4]/   Ksigcc1[f,5]/   pwiaXsec_theory[f,6]/    fsiXsec_theory[f,7]/   red_pwiaXsec_theory[f,8]/    red_fsiXsec_theory[f,9]/   setting[s,10]/
4   1   35.000000   0.020000   0.031807   2441.103647  1.716966060000e-03   1.654536990000e-03    7.033564765306e-07   6.777823596443e-07   80
4   2   35.000000   0.060000   0.062170   2335.302015  4.115549320000e-04   3.874585270000e-04    1.762319945585e-07   1.659136696287e-07   80
4   3   35.000000   0.100000   0.099140   2139.168852  8.060935210000e-05   7.339002230000e-05    3.768255695413e-08   3.430772761645e-08   80
4   4   35.000000   0.140000   0.138748   1918.928040  1.810570720000e-05   1.602706720000e-05    9.435323692492e-09   8.352093911765e-09   80
4   5   35.000000   0.180000   0.177804   1755.816613  5.161955360000e-06   4.406817440000e-06    2.939917142702e-09   2.509839243673e-09   80
4   6   35.000000   0.220000   0.217658   1651.876081  1.715940950000e-06   1.405422330000e-06    1.038783096224e-09   8.508037292659e-10   80
4   7   35.000000   0.260000   0.257537   1563.734347  6.504464150000e-07   5.187802910000e-07    4.159571069395e-10   3.317573039150e-10   80
4   8   35.000000   0.300000   0.297431   1485.396644  2.769247000000e-07   2.246092560000e-07    1.864314835493e-10   1.512116355637e-10   80
4   9   35.000000   0.340000   0.337372   1420.448177  1.314998870000e-07   1.076331440000e-07    9.257633550400e-11   7.577407310087e-11   80
4   10   35.000000   0.380000   0.376119   1370.409921  7.012622800000e-08   5.877788360000e-08    5.117171652466e-11   4.289073123253e-11   80
4   10   35.000000   0.380000   0.393382   7177.492709  2.924199100000e-07   2.424902620000e-07    4.074123400130e-11   3.378481481367e-11   580_set1
4   10   35.000000   0.380000   0.393474   7087.589882  2.888429460000e-07   2.389381380000e-07    4.075333799061e-11   3.371218453354e-11   580_set2
4   11   35.000000   0.420000   0.414972   1339.312272  4.049790650000e-08   3.450496120000e-08    3.023783724428e-11   2.576319348472e-11   80
4   11   35.000000   0.420000   0.428047   6544.367261  1.723096970000e-07   1.442280560000e-07    2.632946626129e-11   2.203850276856e-11   580_set1
4   11   35.000000   0.420000   0.429173   6499.488978  1.688690330000e-07   1.429192270000e-07    2.598189389529e-11   2.198930215649e-11   580_set2
4   12   35.000000   0.460000   0.452755   1320.644044  2.516446260000e-08   2.240642350000e-08    1.905468980406e-11   1.696628520137e-11   80
4   12   35.000000   0.460000   0.464096   6169.492312  1.068906490000e-07   9.168818590000e-08    1.732567990920e-11   1.486154472089e-11   580_set2
4   12   35.000000   0.460000   0.464294   6161.190654  1.065172480000e-07   9.529386460000e-08    1.728841939518e-11   1.546679366887e-11   580_set1
4   13   35.000000   0.500000   0.488046   1299.532923  1.655533540000e-08   1.542505530000e-08    1.273945054180e-11   1.186969181542e-11   80
4   13   35.000000   0.500000   0.501870   5888.412623  6.759950520000e-08   5.784327160000e-08    1.148008971653e-11   9.823236804783e-12   580_set2
4   13   35.000000   0.500000   0.501986   5888.034873  6.751503050000e-08   5.895967040000e-08    1.146647938680e-11   1.001347167123e-11   580_set1
4   13   35.000000   0.500000   0.512714   8042.122980  8.155655860000e-08   7.017160950000e-08    1.014117277276e-11   8.725508136907e-12   750_set2
4   13   35.000000   0.500000   0.513014   8288.984972  8.378607030000e-08   7.221420850000e-08    1.010812187295e-11   8.712068937745e-12   750_set3
4   13   35.000000   0.500000   0.513672   8106.993540  8.140082660000e-08   6.996328380000e-08    1.004081552531e-11   8.629991309947e-12   750_set1
4   14   35.000000   0.540000   0.540661   5556.915595  4.259969670000e-08   3.708500420000e-08    7.666068697954e-12   6.673666994937e-12   580_set2
4   14   35.000000   0.540000   0.540738   5560.913694  4.259584100000e-08   3.681592270000e-08    7.659863710160e-12   6.620480864453e-12   580_set1
4   14   35.000000   0.540000   0.547933   7552.350957  5.329749730000e-08   4.572603850000e-08    7.057073698436e-12   6.054543646124e-12   750_set3
4   14   35.000000   0.540000   0.548002   7564.265983  5.336089060000e-08   4.592865710000e-08    7.054338216018e-12   6.071792980736e-12   750_set2
