# exp. cross sections as a function of missing momentum 
# all cross sections include the bin correction factor 
#
# theta_nq = 25.0 
#
# Averaged for all contributing bins
#
# p_miss_av     : fm^-1, missing momentum
# rho           : fm^3, reduced cross section (momentum distribution) 
# delta_rho     : fm^3, total error in reduced cross section (momentum distribution) 
# delta_rho1    : fm^3, total error in reduced cross section including chi2 of averaging 
#
# Kinematics and cross section for each contributing bin: 
#
#  th_e         : electron scattering angle (deg)
#  Ei           : incident energy (MeV)
#  omega        : energy transfer (MeV) 
#  qlab         : 3-momentum transfer in lab (MeV/c)
#  cos_phi      : cos(phi), phi reaction plane angle
#  pf           : final proton momentum (MeV/c)
#  p_miss       : averaged missing momentum (MeV/c)
#  th_nq        : angle between recoiling neutron and qlab
#  sig_exp      : exp. cross section for this bin (nb/(MeV Sr^2))
#  dsig_exp     : error in exp cross section for this bin (nb/(MeV Sr^2))
#  sig_red_exp  : exp. red. cross section (rho) for this bin (fm^3)
#  dsig_red_exp : error in red. cross section (drho) for this bin (fm^3)
#  bc           : bin centering correction factor used: sig_exp_raw * bc = exp. cross section at avg. kinematics reported above 
#
#! Nr[i,0]/ p_miss_av[f,1]/ rho[f,2]/ delta_rho[f,3]/ delta_rho1[f,4]/ th_e[f,5]/ Ei[f,6]/ omega[f,7]/ qlab[f,8]/ cos_phi[f, 9]/ pf[f,10]/ p_miss[f,11]/ th_nq[f,12]/ sig_exp[f,13]/ dsig_exp[f,14]/ bc[f,15]/ sig_red_exp[f,16]/ 
0 0.154  8.159e+00  1.648e+00  1.648e+00 12.313 10598.983 2125.709 2941.146 -0.15685  2913.865   32.152  31.784  2.534e+00  5.119e-01 1.01253  8.159e+00
1 0.304  1.331e+00  7.852e-02  7.852e-02 12.435 10598.884 2098.568 2937.867 -0.07027  2883.729   62.560  29.767  3.922e-01  2.313e-02 0.86751  1.331e+00
2 0.491  2.989e-01  1.404e-02  1.404e-02 12.644 10598.510 2085.547 2953.944 0.08680   2866.727   99.209  28.001  7.916e-02  3.719e-03 0.80994  2.989e-01
3 0.690  7.219e-02  4.808e-03  4.808e-03 12.911 10598.414 2088.392 2986.888 0.26120   2864.632  137.853  26.902  1.655e-02  1.103e-03 0.82253  7.219e-02
4 0.891  2.782e-02  3.010e-03  3.010e-03 13.059 10598.349 2064.497 2990.035 0.50897   2832.694  176.850  26.382  5.846e-03  6.326e-04 0.86336  2.782e-02
5 1.095  1.243e-02  2.211e-03  2.211e-03 13.132 10598.281 2025.978 2975.933 0.72431   2783.484  216.640  26.362  2.486e-03  4.422e-04 0.88336  1.243e-02
6 1.297  2.744e-03  1.229e-03  1.229e-03 13.187 10598.117 1989.075 2961.099 0.82285   2734.260  256.381  26.598  5.313e-04  2.379e-04 0.90627  2.744e-03
7 1.499  8.105e-04  8.108e-04  8.108e-04 13.250 10598.217 1959.955 2952.232 0.87170   2691.588  296.126  26.940  1.516e-04  1.517e-04 0.91620  8.105e-04
8 2.348  3.815e-05  3.818e-05  3.818e-05 11.769 10599.366 1457.961 2489.816 -0.94664  2084.435  463.556  26.311  2.977e-05  2.979e-05 0.93704  3.815e-05
9 2.537  2.086e-05  1.194e-05  2.047e-05 11.930 10599.094 1474.241 2520.160 -0.92934  2083.612  500.858  26.430  5.316e-05  2.380e-05 0.93127  7.304e-05
9 2.537  2.086e-05  1.194e-05  2.047e-05 11.925 10599.161 1473.560 2519.183 -0.93005  2082.813  500.960  26.485  9.366e-06  9.368e-06 0.92807  1.283e-05
10 2.736  2.415e-05  1.026e-05  6.941e-06 12.126 10598.974 1499.109 2559.600 -0.91700 2090.133  539.913  26.460  1.236e-05  8.741e-06 0.93054  1.859e-05
10 2.736  2.415e-05  1.026e-05  6.941e-06 12.125 10598.946 1498.973 2559.385 -0.91828 2089.799  540.251  26.491  2.184e-05  1.093e-05 0.92827  3.282e-05
11 2.938  1.885e-05  7.395e-06  3.690e-06 12.337 10598.851 1527.948 2602.872 -0.90938 2099.435  579.678  26.383  1.603e-05  8.019e-06 0.93907  2.662e-05
11 2.938  1.885e-05  7.395e-06  3.690e-06 12.338 10598.861 1528.465 2603.262 -0.90829 2099.983  579.709  26.417  9.007e-06  6.370e-06 0.93753  1.497e-05
11 2.938  1.885e-05  7.395e-06  3.690e-06 11.763 10599.505 1408.633 2464.880 -0.96878 1966.293  582.647  27.455  1.456e-05  1.457e-05 0.93233  1.636e-05
12 3.140  1.881e-05  5.828e-06  2.214e-06 12.545 10598.743 1558.265 2646.342 -0.90127 2109.152  619.539  26.346  1.054e-05  6.085e-06 0.94504  1.929e-05
12 3.140  1.881e-05  5.828e-06  2.214e-06 12.548 10598.807 1558.665 2646.989 -0.90124 2109.557  619.594  26.314  1.230e-05  6.153e-06 0.94089  2.256e-05
12 3.140  1.881e-05  5.828e-06  2.214e-06 11.926 10599.284 1431.550 2498.836 -0.95880 1968.966  620.672  27.454  1.146e-05  8.110e-06 0.91662  1.391e-05
12 3.140  1.881e-05  5.828e-06  2.214e-06 11.928 10599.309 1432.022 2499.377 -0.95918 1969.485  620.680  27.452  2.862e-05  2.863e-05 0.92041  3.478e-05
12 3.140  1.881e-05  5.828e-06  2.214e-06 11.927 10599.414 1431.868 2499.192 -0.95898 1969.233  620.812  27.458  1.685e-05  1.686e-05 0.91609  2.047e-05
13 3.338  1.059e-05  4.340e-06  3.129e-06 12.715 10598.699 1581.691 2681.255 -0.88862 2110.643  658.770  26.252  3.118e-06  3.118e-06 0.94272  6.164e-06
13 3.338  1.059e-05  4.340e-06  3.129e-06 12.714 10598.712 1581.542 2681.024 -0.88877 2110.394  658.907  26.266  8.005e-06  4.623e-06 0.94059  1.581e-05
13 3.338  1.059e-05  4.340e-06  3.129e-06 12.109 10599.201 1458.932 2537.696 -0.95252 1974.918  659.759  27.326  1.073e-05  6.200e-06 0.92986  1.424e-05
14 3.541  5.000e-06  2.675e-06  1.099e-06 12.842 10598.583 1598.776 2707.057 -0.86816 2104.108  698.155  26.311  3.202e-06  3.203e-06 0.93835  6.685e-06
14 3.541  5.000e-06  2.675e-06  1.099e-06 12.841 10598.563 1598.458 2706.778 -0.86964 2103.714  698.226  26.302  2.822e-06  2.822e-06 0.93861  5.884e-06
14 3.541  5.000e-06  2.675e-06  1.099e-06 12.302 10599.093 1488.619 2578.801 -0.94846 1981.842  699.738  27.121  6.964e-06  6.965e-06 0.92628  1.015e-05
14 3.541  5.000e-06  2.675e-06  1.099e-06 12.302 10599.081 1488.633 2578.820 -0.94846 1981.823  699.790  27.121  2.444e-06  2.444e-06 0.92590  3.563e-06
15 3.744  1.441e-05  5.122e-06  1.016e-06 12.934 10598.372 1610.983 2725.483 -0.83904 2091.348  737.452  26.472  8.106e-06  5.733e-06 0.92719  1.759e-05
15 3.744  1.441e-05  5.122e-06  1.016e-06 12.482 10599.016 1519.199 2618.686 -0.94436 1988.959  739.451  27.076  8.662e-06  3.876e-06 0.92233  1.379e-05
15 3.744  1.441e-05  5.122e-06  1.016e-06 12.483 10598.980 1518.836 2618.538 -0.94407 1988.481  739.564  27.044  8.549e-06  8.550e-06 0.92412  1.361e-05
16 3.948  8.414e-06  3.580e-06  1.738e-06 12.652 10598.960 1548.074 2656.181 -0.93887 1993.340  779.089  26.964  6.794e-06  6.794e-06 0.92332  1.175e-05
16 3.948  8.414e-06  3.580e-06  1.738e-06 12.654 10598.860 1548.477 2656.557 -0.93921 1993.649  779.284  26.976  7.800e-06  5.516e-06 0.92129  1.350e-05
16 3.948  8.414e-06  3.580e-06  1.738e-06 12.656 10599.016 1548.755 2657.027 -0.93958 1993.917  779.338  26.957  4.084e-06  2.359e-06 0.92048  7.078e-06
17 4.147  2.527e-06  2.148e-06  1.684e-06 12.789 10598.723 1573.165 2687.154 -0.93073 1992.833  818.536  27.005  1.186e-06  1.186e-06 0.91754  2.190e-06
17 4.147  2.527e-06  2.148e-06  1.684e-06 12.790 10598.813 1573.036 2687.345 -0.93147 1992.575  818.697  26.969  5.920e-06  5.920e-06 0.91715  1.094e-05
18 4.347  4.963e-06  3.510e-06  3.510e-06 12.894 10598.619 1595.603 2712.614 -0.91937 1988.614  857.977  27.205  2.552e-06  1.805e-06 0.91549  4.963e-06
19 4.546  9.602e-06  9.603e-06  9.603e-06 12.975 10598.461 1616.953 2734.142 -0.90471 1982.638  897.172  27.552  4.736e-06  4.737e-06 0.91092  9.602e-06
20 4.747  1.179e-05  6.869e-06  1.584e-06 13.037 10598.283 1637.109 2752.402 -0.88353 1974.392  936.701  27.950  7.047e-06  7.049e-06 0.90562  1.482e-05
20 4.747  1.179e-05  6.869e-06  1.584e-06 13.037 10598.203 1637.283 2752.490 -0.88375 1974.484  936.831  27.960  5.213e-06  3.688e-06 0.90478  1.096e-05
