11   4.5750E-01  10598.641    4.8195E+00   6.5773E+01   6.2368E+00   1.4434E+00   1.2771E+00   1.1430E-04   1.1440E-04   4.4988E-05   3.7000E-05   4.8151E-05   3.9426E-05   4.0717E-05   3.3812E-05   4.3583E-05   3.6030E-05   2.8678E-05   2.3523E-05   3.0696E-05   2.5077E-05      3.5973E-05   7.8765E-06	  13.213    2680.677
11   4.6672E-01  10599.695    3.9776E+00   1.6647E+02   5.5514E+00   1.0784E+00   1.3219E+00   2.5390E-04   2.5500E-04   1.7434E-04   1.4244E-04   1.8504E-04   1.5109E-04   1.6424E-04   1.3670E-04   1.7432E-04   1.4503E-04   1.1237E-04   9.4935E-05   1.1926E-04   1.0077E-04      1.4171E-04   2.9949E-05	  11.722    2240.393
12   5.0338E-01  10599.350    4.0380E+00   1.6371E+02   5.5815E+00   1.0945E+00   1.3220E+00   1.4560E-04   5.9610E-05   1.2757E-04   1.0400E-04   1.3548E-04   1.1032E-04   1.1836E-04   9.8283E-05   1.2571E-04   1.0427E-04   7.2419E-05   6.2761E-05   7.6911E-05   6.6610E-05      1.0022E-04   2.5146E-05	  11.827    2248.340
12   5.0342E-01  10599.339    4.0401E+00   1.6374E+02   5.5827E+00   1.0951E+00   1.3220E+00   5.4240E-05   3.8390E-05   1.2724E-04   1.0373E-04   1.3514E-04   1.1003E-04   1.1806E-04   9.8021E-05   1.2539E-04   1.0399E-04   7.2223E-05   6.2588E-05   7.6706E-05   6.6428E-05      9.9962E-05   2.5087E-05	  11.831    2249.261
13   5.4169E-01  10599.084    4.0903E+00   1.6127E+02   5.6187E+00   1.1143E+00   1.3198E+00   5.3250E-05   2.0150E-05   9.5170E-05   7.2139E-05   1.0114E-04   7.6895E-05   8.5573E-05   6.5825E-05   9.0940E-05   7.0178E-05   4.6917E-05   3.8009E-05   4.9857E-05   4.0555E-05      6.9433E-05   2.1698E-05	  11.920    2253.980
13   5.4183E-01  10599.091    4.0933E+00   1.6123E+02   5.6199E+00   1.1149E+00   1.3199E+00   5.3260E-05   1.8850E-05   9.4764E-05   7.1819E-05   1.0071E-04   7.6557E-05   8.5197E-05   6.5522E-05   9.0544E-05   6.9857E-05   4.6693E-05   3.7820E-05   4.9621E-05   4.0355E-05      6.9122E-05   2.1615E-05	  11.925    2255.138
14   5.8074E-01  10598.801    4.1365E+00   1.5861E+02   5.6580E+00   1.1352E+00   1.3165E+00   2.5240E-05   9.5470E-06   7.1047E-05   5.4689E-05   7.5543E-05   5.8224E-05   6.1769E-05   4.8046E-05   6.5678E-05   5.1164E-05   3.0518E-05   2.6314E-05   3.2448E-05   2.8030E-05      5.0289E-05   1.7333E-05	  12.003    2257.006
14   5.8080E-01  10598.927    4.1361E+00   1.5878E+02   5.6596E+00   1.1361E+00   1.3161E+00   4.4180E-05   1.1820E-05   7.1072E-05   5.4754E-05   7.5570E-05   5.8293E-05   6.1791E-05   4.8106E-05   6.5700E-05   5.1227E-05   3.0524E-05   2.6357E-05   3.2454E-05   2.8076E-05      5.0327E-05   1.7335E-05	  12.002    2257.304
14   5.8617E-01  10599.629    3.9461E+00   1.6811E+02   5.3937E+00   9.9444E-01   1.3540E+00   3.0470E-04   3.0860E-04   8.8768E-05   7.0297E-05   9.4184E-05   7.4463E-05   7.6839E-05   6.1269E-05   8.1526E-05   6.4915E-05   3.7446E-05   3.3572E-05   3.9727E-05   3.5577E-05      6.3215E-05   2.1689E-05	  11.642    2122.007
15   6.2006E-01  10598.749    4.1822E+00   1.5640E+02   5.7066E+00   1.1611E+00   1.3114E+00   3.6630E-05   8.6420E-06   5.2183E-05   4.0591E-05   5.5515E-05   4.3161E-05   4.4219E-05   3.4693E-05   4.7042E-05   3.6896E-05   1.9808E-05   1.8377E-05   2.1072E-05   1.9537E-05      3.6091E-05   1.3395E-05	  12.086    2261.311
15   6.2014E-01  10598.647    4.1806E+00   1.5623E+02   5.7076E+00   1.1616E+00   1.3110E+00   2.3260E-05   7.3600E-06   5.2210E-05   4.0641E-05   5.5543E-05   4.3213E-05   4.4239E-05   3.4737E-05   4.7063E-05   3.6942E-05   1.9814E-05   1.8407E-05   2.1077E-05   1.9568E-05      3.6121E-05   1.3400E-05	  12.084    2261.086
15   6.2355E-01  10599.358    4.0036E+00   1.6700E+02   5.4559E+00   1.0276E+00   1.3461E+00   1.0700E-04   1.0720E-04   6.5113E-05   5.1234E-05   6.9133E-05   5.4260E-05   5.5086E-05   4.3607E-05   5.8485E-05   4.6191E-05   2.4472E-05   2.2955E-05   2.5980E-05   2.4316E-05      4.5069E-05   1.6775E-05	  11.748    2134.750
16   6.5942E-01  10598.425    4.2212E+00   1.5384E+02   5.7642E+00   1.1918E+00   1.3038E+00   1.7910E-05   5.6670E-06   3.7776E-05   2.9581E-05   4.0207E-05   3.1409E-05   3.1492E-05   2.4893E-05   3.3517E-05   2.6433E-05   1.2863E-05   1.3013E-05   1.3689E-05   1.3801E-05      2.5723E-05   1.0052E-05	  12.161    2265.188
16   6.5966E-01  10598.582    4.2210E+00   1.5400E+02   5.7652E+00   1.1923E+00   1.3036E+00   1.5610E-05   4.9390E-06   3.7734E-05   2.9565E-05   4.0162E-05   3.1392E-05   3.1455E-05   2.4880E-05   3.3478E-05   2.6419E-05   1.2841E-05   1.3012E-05   1.3666E-05   1.3799E-05      2.5700E-05   1.0040E-05	  12.161    2265.279
16   6.6198E-01  10599.257    4.0472E+00   1.6502E+02   5.5285E+00   1.0662E+00   1.3346E+00   1.5420E-05   8.9080E-06   4.7215E-05   3.7008E-05   5.0156E-05   3.9174E-05   3.9347E-05   3.1075E-05   4.1796E-05   3.2898E-05   1.5978E-05   1.6042E-05   1.6971E-05   1.6982E-05      3.2054E-05   1.2620E-05	  11.833    2144.898
16   6.6203E-01  10599.193    4.0469E+00   1.6499E+02   5.5270E+00   1.0655E+00   1.3349E+00   7.4970E-05   3.3570E-05   4.7219E-05   3.6998E-05   5.0160E-05   3.9163E-05   3.9349E-05   3.1063E-05   4.1798E-05   3.2885E-05   1.5977E-05   1.6029E-05   1.6970E-05   1.6969E-05      3.2048E-05   1.2624E-05	  11.832    2144.342
16   6.6209E-01  10599.257    4.0473E+00   1.6521E+02   5.5281E+00   1.0660E+00   1.3347E+00   5.1930E-05   3.6740E-05   4.7191E-05   3.6986E-05   5.0130E-05   3.9151E-05   3.9325E-05   3.1055E-05   4.1773E-05   3.2877E-05   1.5965E-05   1.6030E-05   1.6958E-05   1.6970E-05      3.2034E-05   1.2615E-05	  11.833    2144.747
17   6.9900E-01  10598.376    4.2607E+00   1.5175E+02   5.8275E+00   1.2255E+00   1.2954E+00   2.3790E-05   6.1450E-06   2.6807E-05   2.1006E-05   2.8544E-05   2.2269E-05   2.2149E-05   1.7572E-05   2.3584E-05   1.8627E-05   8.2842E-06   9.2356E-06   8.8203E-06   9.7687E-06      1.8056E-05   7.3123E-06	  12.237    2269.761
17   6.9923E-01  10598.421    4.2601E+00   1.5174E+02   5.8285E+00   1.2260E+00   1.2952E+00   2.3330E-05   5.6630E-06   2.6772E-05   2.0990E-05   2.8508E-05   2.2251E-05   2.2120E-05   1.7559E-05   2.3553E-05   1.8613E-05   8.2693E-06   9.2337E-06   8.8044E-06   9.7665E-06      1.8037E-05   7.3027E-06	  12.236    2269.727
17   7.0112E-01  10599.120    4.0846E+00   1.6347E+02   5.6051E+00   1.1070E+00   1.3221E+00   2.3400E-05   1.1710E-05   3.3701E-05   2.5779E-05   3.5817E-05   2.7204E-05   2.7853E-05   2.1476E-05   2.9600E-05   2.2660E-05   1.0370E-05   1.1197E-05   1.1019E-05   1.1776E-05      2.2371E-05   9.2311E-06	  11.908    2153.006
17   7.0115E-01  10599.064    4.0841E+00   1.6350E+02   5.6072E+00   1.1082E+00   1.3216E+00   2.0760E-05   1.4680E-05   3.3702E-05   2.5809E-05   3.5818E-05   2.7236E-05   2.7854E-05   2.1504E-05   2.9601E-05   2.2689E-05   1.0369E-05   1.1222E-05   1.1018E-05   1.1802E-05      2.2385E-05   9.2286E-06	  11.908    2153.454
17   7.0116E-01  10599.056    4.0845E+00   1.6336E+02   5.6047E+00   1.1068E+00   1.3221E+00   3.1420E-05   8.1260E-06   3.3691E-05   2.5765E-05   3.5805E-05   2.7189E-05   2.7844E-05   2.1464E-05   2.9590E-05   2.2647E-05   1.0365E-05   1.1189E-05   1.1014E-05   1.1767E-05      2.2361E-05   9.2290E-06	  11.908    2152.813
18   7.3897E-01  10598.317    4.2952E+00   1.4981E+02   5.8992E+00   1.2637E+00   1.2851E+00   1.6740E-05   4.6450E-06   1.8720E-05   1.4640E-05   1.9942E-05   1.5491E-05   1.5416E-05   1.2273E-05   1.6421E-05   1.2984E-05   5.2970E-06   6.6276E-06   5.6420E-06   6.9902E-06      1.2537E-05   5.1830E-06	  12.306    2274.125
18   7.3906E-01  10598.364    4.2977E+00   1.4972E+02   5.8956E+00   1.2617E+00   1.2861E+00   1.1890E-05   4.2050E-06   1.8661E-05   1.4554E-05   1.9879E-05   1.5400E-05   1.5367E-05   1.2198E-05   1.6370E-05   1.2904E-05   5.2793E-06   6.5731E-06   5.6232E-06   6.9327E-06      1.2478E-05   5.1701E-06	  12.310    2273.749
18   7.4029E-01  10598.817    4.1170E+00   1.6181E+02   5.6810E+00   1.1474E+00   1.3096E+00   5.7330E-06   5.7330E-06   2.3772E-05   1.8366E-05   2.5274E-05   1.9336E-05   1.9587E-05   1.5338E-05   2.0823E-05   1.6142E-05   6.7104E-06   8.2744E-06   7.1333E-06   8.6719E-06      1.5786E-05   6.5884E-06	  11.975    2158.462
18   7.4038E-01  10598.870    4.1173E+00   1.6180E+02   5.6830E+00   1.1485E+00   1.3092E+00   1.6390E-05   4.3840E-06   2.3741E-05   1.8356E-05   2.5241E-05   1.9326E-05   1.9562E-05   1.5331E-05   2.0796E-05   1.6135E-05   6.7005E-06   8.2760E-06   7.1228E-06   8.6737E-06      1.5772E-05   6.5788E-06	  11.976    2159.066
18   7.4045E-01  10598.861    4.1172E+00   1.6181E+02   5.6823E+00   1.1481E+00   1.3093E+00   1.6580E-05   7.4190E-06   2.3734E-05   1.8345E-05   2.5234E-05   1.9314E-05   1.9556E-05   1.5321E-05   2.0790E-05   1.6125E-05   6.6976E-06   8.2695E-06   7.1196E-06   8.6667E-06      1.5764E-05   6.5775E-06	  11.976    2158.780
19   7.7875E-01  10598.312    4.3256E+00   1.4810E+02   5.9774E+00   1.3053E+00   1.2735E+00   9.0630E-06   3.7010E-06   1.2953E-05   1.0092E-05   1.3804E-05   1.0656E-05   1.0657E-05   8.5191E-06   1.1356E-05   8.9917E-06   3.3776E-06   4.8319E-06   3.5989E-06   5.0822E-06      8.6600E-06   3.6091E-06	  12.371    2278.395
19   7.7880E-01  10598.252    4.3254E+00   1.4819E+02   5.9799E+00   1.3066E+00   1.2730E+00   1.8530E-05   4.9560E-06   1.2952E-05   1.0105E-05   1.3802E-05   1.0670E-05   1.0656E-05   8.5311E-06   1.1355E-05   9.0047E-06   3.3770E-06   4.8441E-06   3.5981E-06   5.0953E-06      8.6659E-06   3.6077E-06	  12.371    2279.036
19   7.7979E-01  10598.694    4.1448E+00   1.6036E+02   5.7656E+00   1.1925E+00   1.2952E+00   1.4460E-05   3.4120E-06   1.6558E-05   1.2924E-05   1.7610E-05   1.3569E-05   1.3629E-05   1.0865E-05   1.4494E-05   1.1402E-05   4.3094E-06   6.2005E-06   4.5824E-06   6.4770E-06      1.1052E-05   4.6082E-06	  12.036    2164.040
19   7.7983E-01  10598.701    4.1448E+00   1.6036E+02   5.7648E+00   1.1921E+00   1.2954E+00   2.0290E-05   6.7670E-06   1.6554E-05   1.2915E-05   1.7606E-05   1.3560E-05   1.3626E-05   1.0858E-05   1.4490E-05   1.1395E-05   4.3079E-06   6.1950E-06   4.5809E-06   6.4711E-06      1.1047E-05   4.6075E-06	  12.036    2163.792
19   7.7985E-01  10598.783    4.1464E+00   1.6042E+02   5.7660E+00   1.1927E+00   1.2953E+00   7.9890E-06   5.6490E-06   1.6525E-05   1.2893E-05   1.7576E-05   1.3537E-05   1.3602E-05   1.0839E-05   1.4466E-05   1.1375E-05   4.3005E-06   6.1841E-06   4.5730E-06   6.4601E-06      1.1028E-05   4.5996E-06	  12.039    2164.576
20   8.1855E-01  10598.129    4.3513E+00   1.4667E+02   6.0645E+00   1.3517E+00   1.2601E+00   9.8140E-06   4.0070E-06   8.8878E-06   6.9092E-06   9.4744E-06   7.2783E-06   7.3061E-06   5.8913E-06   7.7876E-06   6.2031E-06   2.1437E-06   3.5957E-06   2.2848E-06   3.7735E-06      5.9613E-06   2.4720E-06	  12.429    2283.036
20   8.1865E-01  10598.165    4.3500E+00   1.4668E+02   6.0641E+00   1.3514E+00   1.2601E+00   7.1450E-06   3.1960E-06   8.8931E-06   6.9154E-06   9.4798E-06   7.2847E-06   7.3103E-06   5.8969E-06   7.7921E-06   6.2089E-06   2.1445E-06   3.6008E-06   2.2857E-06   3.7786E-06      5.9659E-06   2.4733E-06	  12.427    2282.465
20   8.1940E-01  10598.596    4.1690E+00   1.5898E+02   5.8579E+00   1.2417E+00   1.2795E+00   1.3770E-05   2.9380E-06   1.1410E-05   8.9962E-06   1.2139E-05   9.4179E-06   9.3825E-06   7.6346E-06   9.9810E-06   7.9878E-06   2.7474E-06   4.7065E-06   2.9223E-06   4.9033E-06      7.6857E-06   3.1674E-06	  12.093    2169.923
20   8.1946E-01  10598.454    4.1698E+00   1.5894E+02   5.8577E+00   1.2416E+00   1.2796E+00   9.2540E-06   5.3430E-06   1.1394E-05   8.9780E-06   1.2121E-05   9.3989E-06   9.3687E-06   7.6189E-06   9.9664E-06   7.9713E-06   2.7431E-06   4.6954E-06   2.9177E-06   4.8918E-06      7.6721E-06   3.1631E-06	  12.094    2170.076
20   8.1958E-01  10598.698    4.1695E+00   1.5900E+02   5.8580E+00   1.2417E+00   1.2795E+00   1.2320E-05   4.6600E-06   1.1389E-05   8.9771E-06   1.2116E-05   9.3978E-06   9.3646E-06   7.6185E-06   9.9620E-06   7.9707E-06   2.7413E-06   4.6973E-06   2.9158E-06   4.8938E-06      7.6703E-06   3.1615E-06	  12.093    2169.979
21   8.5836E-01  10598.242    4.3711E+00   1.4532E+02   6.1589E+00   1.4020E+00   1.2453E+00   1.2850E-05   4.5450E-06   6.0544E-06   4.7131E-06   6.4556E-06   4.9537E-06   4.9680E-06   4.0747E-06   5.2967E-06   4.2806E-06   1.3548E-06   2.7405E-06   1.4443E-06   2.8722E-06      4.1007E-06   1.6689E-06	  12.479    2287.321
21   8.5837E-01  10598.162    4.3723E+00   1.4540E+02   6.1605E+00   1.4028E+00   1.2451E+00   5.4800E-06   3.1640E-06   6.0479E-06   4.7096E-06   6.4488E-06   4.9502E-06   4.9627E-06   4.0719E-06   5.2912E-06   4.2779E-06   1.3534E-06   2.7393E-06   1.4428E-06   2.8711E-06      4.0972E-06   1.6670E-06	  12.481    2288.102
21   8.5912E-01  10598.434    4.1936E+00   1.5780E+02   5.9558E+00   1.2938E+00   1.2632E+00   8.1870E-06   2.1150E-06   7.7552E-06   6.1653E-06   8.2533E-06   6.4356E-06   6.3644E-06   5.2949E-06   6.7723E-06   5.5236E-06   1.7323E-06   3.5927E-06   1.8432E-06   3.7372E-06      5.2892E-06   2.1357E-06	  12.151    2176.670
21   8.5916E-01  10598.503    4.1939E+00   1.5778E+02   5.9545E+00   1.2931E+00   1.2635E+00   4.6770E-06   2.7010E-06   7.7504E-06   6.1564E-06   8.2481E-06   6.4261E-06   6.3603E-06   5.2867E-06   6.7681E-06   5.5148E-06   1.7311E-06   3.5854E-06   1.8419E-06   3.7295E-06      5.2832E-06   2.1346E-06	  12.151    2176.363
21   8.5933E-01  10598.471    4.1933E+00   1.5780E+02   5.9548E+00   1.2933E+00   1.2634E+00   2.6480E-06   2.6480E-06   7.7434E-06   6.1534E-06   8.2406E-06   6.4228E-06   6.3545E-06   5.2846E-06   6.7618E-06   5.5125E-06   1.7290E-06   3.5865E-06   1.8396E-06   3.7306E-06      5.2799E-06   2.1325E-06	  12.150    2176.156
22   8.9814E-01  10598.098    4.3835E+00   1.4418E+02   6.2670E+00   1.4595E+00   1.2277E+00   6.4730E-06   3.7380E-06   4.1117E-06   3.2507E-06   4.3849E-06   3.4117E-06   3.3543E-06   2.8576E-06   3.5768E-06   2.9980E-06   8.5424E-07   2.1694E-06   9.1085E-07   2.2746E-06      2.8462E-06   1.1187E-06	  12.520    2292.655
22   8.9823E-01  10598.174    4.3844E+00   1.4434E+02   6.2684E+00   1.4603E+00   1.2275E+00   5.7510E-06   3.3210E-06   4.1075E-06   3.2488E-06   4.3806E-06   3.4098E-06   3.3509E-06   2.8561E-06   3.5732E-06   2.9966E-06   8.5324E-07   2.1694E-06   9.0978E-07   2.2748E-06      2.8442E-06   1.1175E-06	  12.522    2293.248
22   8.9880E-01  10598.430    4.2136E+00   1.5674E+02   6.0559E+00   1.3471E+00   1.2467E+00   9.0210E-06   2.1280E-06   5.2449E-06   4.2127E-06   5.5832E-06   4.3863E-06   4.2781E-06   3.6641E-06   4.5534E-06   3.8130E-06   1.0876E-06   2.7864E-06   1.1574E-06   2.8983E-06      3.6388E-06   1.4291E-06	  12.202    2182.045
22   8.9880E-01  10598.339    4.2125E+00   1.5682E+02   6.0573E+00   1.3478E+00   1.2463E+00   1.2880E-05   4.2940E-06   5.2515E-06   4.2236E-06   5.5902E-06   4.3978E-06   4.2835E-06   3.6742E-06   4.5592E-06   3.8237E-06   1.0889E-06   2.7963E-06   1.1589E-06   2.9087E-06      3.6464E-06   1.4308E-06	  12.201    2182.107
22   8.9887E-01  10598.393    4.2119E+00   1.5678E+02   6.0584E+00   1.3484E+00   1.2461E+00   5.0450E-06   3.5680E-06   5.2503E-06   4.2255E-06   5.5888E-06   4.3999E-06   4.2824E-06   3.6764E-06   4.5579E-06   3.8261E-06   1.0885E-06   2.7998E-06   1.1584E-06   2.9125E-06      3.6472E-06   1.4304E-06	  12.200    2182.198
23   9.3808E-01  10598.071    4.3894E+00   1.4344E+02   6.3861E+00   1.5230E+00   1.2082E+00   2.7690E-06   2.7690E-06   2.7893E-06   2.2933E-06   2.9751E-06   2.4082E-06   2.2439E-06   2.0527E-06   2.3931E-06   2.1553E-06   5.3679E-07   1.7885E-06   5.7243E-07   1.8803E-06      2.0074E-06   7.5707E-07	  12.553    2298.524
23   9.3849E-01  10598.186    4.2280E+00   1.5576E+02   6.1674E+00   1.4065E+00   1.2281E+00   2.4530E-06   2.4530E-06   3.5392E-06   2.9096E-06   3.7683E-06   3.0269E-06   2.8462E-06   2.5636E-06   3.0300E-06   2.6662E-06   6.7988E-07   2.2249E-06   7.2370E-07   2.3197E-06      2.5248E-06   9.5989E-07	  12.247    2188.376
23   9.3861E-01  10598.316    4.2275E+00   1.5580E+02   6.1680E+00   1.4068E+00   1.2279E+00   7.8860E-06   1.9730E-06   3.5376E-06   2.9100E-06   3.7665E-06   3.0275E-06   2.8447E-06   2.5643E-06   3.0284E-06   2.6669E-06   6.7940E-07   2.2270E-06   7.2319E-07   2.3219E-06      2.5248E-06   9.5952E-07	  12.246    2188.298
23   9.3867E-01  10598.273    4.2290E+00   1.5582E+02   6.1670E+00   1.4063E+00   1.2282E+00   5.5910E-06   2.7960E-06   3.5310E-06   2.9008E-06   3.7596E-06   3.0177E-06   2.8394E-06   2.5556E-06   3.0227E-06   2.6577E-06   6.7806E-07   2.2183E-06   7.2178E-07   2.3129E-06      2.5180E-06   9.5758E-07	  12.248    2188.393
24   9.7769E-01  10597.984    4.3910E+00   1.4310E+02   6.5156E+00   1.5919E+00   1.1872E+00   3.0790E-06   3.0790E-06   1.8972E-06   1.6884E-06   2.0237E-06   1.7802E-06   1.4900E-06   1.5437E-06   1.5891E-06   1.6278E-06   3.3761E-07   1.5456E-06   3.6005E-07   1.6332E-06      1.4597E-06   5.4132E-07	  12.581    2305.701
24   9.7787E-01  10598.030    4.3898E+00   1.4299E+02   6.5157E+00   1.5919E+00   1.1870E+00   3.4440E-06   3.4450E-06   1.8949E-06   1.6881E-06   2.0212E-06   1.7799E-06   1.4879E-06   1.5437E-06   1.5869E-06   1.6278E-06   3.3708E-07   1.5466E-06   3.5948E-07   1.6342E-06      1.4590E-06   5.4108E-07	  12.579    2305.257
24   9.7838E-01  10598.204    4.2419E+00   1.5494E+02   6.2782E+00   1.4655E+00   1.2101E+00   1.1670E-05   4.1280E-06   2.3724E-06   2.0293E-06   2.5265E-06   2.1152E-06   1.8618E-06   1.8135E-06   1.9823E-06   1.8903E-06   4.2108E-07   1.8079E-06   4.4831E-07   1.8939E-06      1.7635E-06   6.5880E-07	  12.291    2193.537
24   9.7855E-01  10598.216    4.2434E+00   1.5497E+02   6.2783E+00   1.4655E+00   1.2103E+00   9.7160E-06   2.2310E-06   2.3651E-06   2.0210E-06   2.5188E-06   2.1065E-06   1.8558E-06   1.8060E-06   1.9761E-06   1.8824E-06   4.1965E-07   1.8007E-06   4.4680E-07   1.8864E-06      1.7571E-06   6.5655E-07	  12.293    2193.841
25   1.0176E+00  10597.983    4.3829E+00   1.4295E+02   6.6594E+00   1.6685E+00   1.1636E+00   4.0480E-06   4.0480E-06   1.2918E-06   1.3435E-06   1.3779E-06   1.4292E-06   9.7802E-07   1.2624E-06   1.0430E-06   1.3430E-06   2.1208E-07   1.4280E-06   2.2618E-07   1.5195E-06      1.1212E-06   4.4877E-07	  12.596    2313.370
25   1.0177E+00  10597.950    4.3910E+00   1.4292E+02   6.6512E+00   1.6641E+00   1.1658E+00   9.4590E-06   6.6910E-06   1.2812E-06   1.3106E-06   1.3667E-06   1.3934E-06   9.6992E-07   1.2295E-06   1.0345E-06   1.3073E-06   2.1031E-07   1.3897E-06   2.2430E-07   1.4783E-06      1.0996E-06   4.3701E-07	  12.607    2313.282
25   1.0181E+00  10598.100    4.2521E+00   1.5419E+02   6.3935E+00   1.5269E+00   1.1917E+00   4.6640E-06   2.6930E-06   1.5890E-06   1.4718E-06   1.6925E-06   1.5442E-06   1.2021E-06   1.3412E-06   1.2801E-06   1.4078E-06   2.6026E-07   1.5255E-06   2.7714E-07   1.6097E-06      1.2668E-06   4.8719E-07	  12.329    2198.435
