#This file contains updated Xsec and Reduced Xsec
#Xsec Units: ub * MeV^-1 *sr^-2
#Ksigcc1 Units: (ub * MeV^2 * sr^-2
#Red Xsec Units: MeV^-3
#!xb[i,0]/  yb[i,1]/   thnq_bin[f,2]/   pm_bin[f,3]/  pm_avg[f,4]/   Ksigcc1[f,5]/   pwiaXsec_theory[f,6]/    fsiXsec_theory[f,7]/   red_pwiaXsec_theory[f,8]/    red_fsiXsec_theory[f,9]/   setting[s,10]/
9   1   85.000000   0.020000   0.031139   2516.350002  1.869004520000e-03   1.869004520000e-03    7.427442599458e-07   7.427442599458e-07   80
9   2   85.000000   0.060000   0.061659   2508.507303  4.686281740000e-04   4.686281740000e-04    1.868155510010e-07   1.868155510010e-07   80
9   3   85.000000   0.100000   0.098637   2562.528633  9.967459110000e-05   9.967459110000e-05    3.889696677586e-08   3.889696677586e-08   80
9   4   85.000000   0.140000   0.137592   2637.020679  2.618150710000e-05   2.618150710000e-05    9.928442089399e-09   9.928442089399e-09   80
9   5   85.000000   0.180000   0.177537   2713.463803  8.194167140000e-06   8.194167140000e-06    3.019818112532e-09   3.019818112532e-09   80
9   6   85.000000   0.220000   0.217144   2792.275999  2.958521130000e-06   2.958521130000e-06    1.059537499538e-09   1.059537499538e-09   80
9   7   85.000000   0.260000   0.256860   2875.782381  1.204300280000e-06   1.204300280000e-06    4.187730921354e-10   4.187730921354e-10   80
9   8   85.000000   0.300000   0.296644   2946.899079  5.471048360000e-07   5.471048360000e-07    1.856544188767e-10   1.856544188767e-10   80
9   9   85.000000   0.340000   0.336661   3018.289468  2.781051700000e-07   2.781051700000e-07    9.213999284975e-11   9.213999284975e-11   80
9   10   85.000000   0.380000   0.376195   3121.048863  1.569218190000e-07   1.569218190000e-07    5.027855246366e-11   5.027855246366e-11   80
9   11   85.000000   0.420000   0.415274   3236.167830  9.797868880000e-08   9.797868880000e-08    3.027614572140e-11   3.027614572140e-11   80
9   12   85.000000   0.460000   0.452353   3403.213791  6.492739920000e-08   6.492739920000e-08    1.907826048769e-11   1.907826048769e-11   80
9   13   85.000000   0.500000   0.489753   3661.035064  4.585473980000e-08   4.585473980000e-08    1.252507528565e-11   1.252507528565e-11   80
