#This file contains combined (averaged) Reduced Xsec
#Red Xsec Units: MeV^-3
#!thnq_bin[f,0]/  pm_avg[f,1]/   red_fsiXsec_theory[f,2]/
5.000000   0.032595   6.640304735835e-07
5.000000   0.061829   1.718346078238e-07
5.000000   0.098778   3.588059009343e-08
5.000000   0.136459   9.356671363031e-09
5.000000   0.174145   2.925252293006e-09
5.000000   0.209935   1.113603382387e-09
5.000000   0.245677   4.744355813281e-10
