#This file contains combined (averaged) Reduced Xsec
#Red Xsec Units: MeV^-3
#!thnq_bin[f,0]/  pm_avg[f,1]/   red_fsiXsec_theory[f,2]/
5.000000   0.032595   6.637347326890e-07
5.000000   0.061829   1.715062239562e-07
5.000000   0.098778   3.566032151945e-08
5.000000   0.136459   9.228734766683e-09
5.000000   0.174145   2.852340944395e-09
5.000000   0.209935   1.073211129587e-09
5.000000   0.245677   4.548997008401e-10
