#This file contains updated Xsec and Reduced Xsec
#Xsec Units: ub * MeV^-1 *sr^-2
#Ksigcc1 Units: (ub * MeV^2 * sr^-2
#Red Xsec Units: MeV^-3
#!xb[i,0]/  yb[i,1]/   thnq_bin[f,2]/   pm_bin[f,3]/  pm_avg[f,4]/   Ksigcc1[f,5]/   pwiaXsec_theory[f,6]/    fsiXsec_theory[f,7]/   red_pwiaXsec_theory[f,8]/    red_fsiXsec_theory[f,9]/   setting[s,10]/
9   1   85.000000   0.020000   0.030713   2515.272100  1.869004520000e-03   1.804721800000e-03    7.430625577249e-07   7.175055931324e-07   80
9   2   85.000000   0.060000   0.061080   2516.242399  4.686281740000e-04   4.422441100000e-04    1.862412676085e-07   1.757557658895e-07   80
9   3   85.000000   0.100000   0.098387   2564.855758  9.967459110000e-05   8.514044950000e-05    3.886167508216e-08   3.319502441197e-08   80
9   4   85.000000   0.140000   0.137084   2635.589829  2.618150710000e-05   2.050928500000e-05    9.933832196467e-09   7.781667987307e-09   80
9   5   85.000000   0.180000   0.176686   2714.276790  8.194167140000e-06   5.487613200000e-06    3.018913609028e-09   2.021758878909e-09   80
9   6   85.000000   0.220000   0.216791   2801.292640  2.958521130000e-06   1.767974500000e-06    1.056127120657e-09   6.311280994905e-10   80
9   7   85.000000   0.260000   0.257164   2884.234531  1.204300280000e-06   1.004127620000e-06    4.175458920057e-10   3.481435400650e-10   80
9   8   85.000000   0.300000   0.297715   2959.981657  5.471048360000e-07   5.076872710000e-07    1.848338602728e-10   1.715170328165e-10   80
9   9   85.000000   0.340000   0.337714   3025.414564  2.781051700000e-07   4.295617040000e-07    9.192299571412e-11   1.419844107024e-10   80
9   10   85.000000   0.380000   0.377337   3116.682842  1.569218190000e-07   2.715127770000e-07    5.034898542943e-11   8.711594691033e-11   80
9   11   85.000000   0.420000   0.415198   3237.315619  9.797868880000e-08   2.117546500000e-07    3.026541132565e-11   6.541056693923e-11   80
9   12   85.000000   0.460000   0.452612   3385.282732  6.492739920000e-08   1.231496260000e-07    1.917931361722e-11   3.637794410372e-11   80
9   13   85.000000   0.500000   0.489415   3625.614718  4.585473980000e-08   9.545931970000e-08    1.264743867360e-11   2.632914060782e-11   80
