#This file contains updated Xsec and Reduced Xsec
#Xsec Units: ub * MeV^-1 *sr^-2
#Ksigcc1 Units: (ub * MeV^2 * sr^-2
#Red Xsec Units: MeV^-3
#!xb[i,0]/  yb[i,1]/   thnq_bin[f,2]/   pm_bin[f,3]/  pm_avg[f,4]/   Ksigcc1[f,5]/   pwiaXsec_theory[f,6]/    fsiXsec_theory[f,7]/   red_pwiaXsec_theory[f,8]/    red_fsiXsec_theory[f,9]/   setting[s,10]/
6   1   55.000000   0.020000   0.031717   2473.069457  1.745015750000e-03   1.745015750000e-03    7.056072546045e-07   7.056072546045e-07   80
6   2   55.000000   0.060000   0.062179   2412.977697  4.244860840000e-04   4.244860840000e-04    1.759179475748e-07   1.759179475748e-07   80
6   3   55.000000   0.100000   0.099276   2310.448298  8.636205290000e-05   8.636205290000e-05    3.737891602022e-08   3.737891602022e-08   80
6   4   55.000000   0.140000   0.138326   2181.481057  2.075672720000e-05   2.075672720000e-05    9.514970177438e-09   9.514970177438e-09   80
6   5   55.000000   0.180000   0.178549   2088.842228  5.971823220000e-06   5.971823220000e-06    2.858915402968e-09   2.858915402968e-09   80
6   6   55.000000   0.220000   0.218425   2030.918179  2.053803920000e-06   2.053803920000e-06    1.011268667166e-09   1.011268667166e-09   80
6   7   55.000000   0.260000   0.258683   1963.227053  7.905190590000e-07   7.905190590000e-07    4.026630836163e-10   4.026630836163e-10   80
6   8   55.000000   0.300000   0.298811   1910.253038  3.445465270000e-07   3.445465270000e-07    1.803669567047e-10   1.803669567047e-10   80
6   9   55.000000   0.340000   0.338861   1872.399516  1.680895090000e-07   1.680895090000e-07    8.977224548695e-11   8.977224548695e-11   80
6   10   55.000000   0.380000   0.379081   1850.025754  9.025263790000e-08   9.025263790000e-08    4.878453054227e-11   4.878453054227e-11   80
6   11   55.000000   0.420000   0.419002   1832.958095  5.244016650000e-08   5.244016650000e-08    2.860958286119e-11   2.860958286119e-11   80
6   12   55.000000   0.460000   0.458809   1828.170563  3.232527150000e-08   3.232527150000e-08    1.768175910619e-11   1.768175910619e-11   80
6   12   55.000000   0.460000   0.469776   7098.185197  1.156034620000e-07   1.156034620000e-07    1.628634063378e-11   1.628634063378e-11   580_set1
