#This file contains combined (averaged) Reduced Xsec
#Red Xsec Units: MeV^-3
#!thnq_bin[f,0]/  pm_avg[f,1]/   red_fsiXsec_theory[f,2]/
95.000000   0.030483   7.202020706944e-07
95.000000   0.059840   1.840928685343e-07
95.000000   0.097829   3.554274366636e-08
95.000000   0.136064   8.185646299217e-09
95.000000   0.175239   2.353947321482e-09
95.000000   0.213577   9.458336477937e-10
95.000000   0.251449   3.030717606448e-10
95.000000   0.287527   2.084272069766e-10
