#This file contains combined (averaged) Reduced Xsec
#Red Xsec Units: MeV^-3
#!thnq_bin[f,0]/  pm_avg[f,1]/   red_fsiXsec_theory[f,2]/
95.000000   0.030483   7.198278697077e-07
95.000000   0.059840   1.837296549351e-07
95.000000   0.097829   3.531609817709e-08
95.000000   0.136064   8.061872081237e-09
95.000000   0.175239   2.283821954667e-09
95.000000   0.213577   9.043684131444e-10
95.000000   0.251449   2.909910463315e-10
95.000000   0.287527   2.029966169539e-10
