#This file contains updated Xsec and Reduced Xsec
#Xsec Units: ub * MeV^-1 *sr^-2
#Ksigcc1 Units: (ub * MeV^2 * sr^-2
#Red Xsec Units: MeV^-3
#!xb[i,0]/  yb[i,1]/   thnq_bin[f,2]/   pm_bin[f,3]/  pm_avg[f,4]/   Ksigcc1[f,5]/   pwiaXsec_theory[f,6]/    fsiXsec_theory[f,7]/   red_pwiaXsec_theory[f,8]/    red_fsiXsec_theory[f,9]/   setting[s,10]/
6   1   55.000000   0.020000   0.031717   2449.765926  1.745015750000e-03   1.687649660000e-03    7.123193818151e-07   6.889024139362e-07   80
6   2   55.000000   0.060000   0.062179   2393.338512  4.244860840000e-04   3.997697750000e-04    1.773614897649e-07   1.670343635034e-07   80
6   3   55.000000   0.100000   0.099276   2295.564445  8.636205290000e-05   7.714891050000e-05    3.762127135577e-08   3.360781731397e-08   80
6   4   55.000000   0.140000   0.138326   2171.170679  2.075672720000e-05   1.709883880000e-05    9.560154528966e-09   7.875400568635e-09   80
6   5   55.000000   0.180000   0.178549   2081.889565  5.971823220000e-06   4.277207850000e-06    2.868463015712e-09   2.054483543175e-09   80
6   6   55.000000   0.220000   0.218425   2026.440551  2.053803920000e-06   1.413257480000e-06    1.013503168887e-09   6.974088034818e-10   80
6   7   55.000000   0.260000   0.258683   1961.633292  7.905190590000e-07   5.120207670000e-07    4.029902338138e-10   2.610175760618e-10   80
6   8   55.000000   0.300000   0.298811   1911.210187  3.445465270000e-07   2.357214390000e-07    1.802766275230e-10   1.233362194296e-10   80
6   9   55.000000   0.340000   0.338861   1875.464841  1.680895090000e-07   1.282630860000e-07    8.962551860496e-11   6.839002427345e-11   80
6   10   55.000000   0.380000   0.379081   1854.924087  9.025263790000e-08   8.130874480000e-08    4.865570431293e-11   4.383400127792e-11   80
6   11   55.000000   0.420000   0.419002   1839.559466  5.244016650000e-08   5.721357840000e-08    2.850691563346e-11   3.110178249601e-11   80
6   12   55.000000   0.460000   0.458809   1836.274929  3.232527150000e-08   4.393593590000e-08    1.760372098398e-11   2.392666544978e-11   80
6   12   55.000000   0.460000   0.469776   7049.917519  1.156034620000e-07   1.168952810000e-07    1.639784602989e-11   1.658108491127e-11   580_set1
6   12   55.000000   0.460000   0.473040   7129.035848  1.126088050000e-07   1.139922510000e-07    1.579579727202e-11   1.598985521050e-11   580_set2
6   13   55.000000   0.500000   0.498534   1839.983238  2.072270960000e-08   3.558031840000e-08    1.126244477234e-11   1.933730572387e-11   80
6   13   55.000000   0.500000   0.505825   6832.999337  7.574016600000e-08   8.849643170000e-08    1.108446851295e-11   1.295133035076e-11   580_set1
6   13   55.000000   0.500000   0.506646   6825.528832  7.503212990000e-08   8.270382880000e-08    1.099286688941e-11   1.211683824589e-11   580_set2
6   14   55.000000   0.540000   0.537759   1854.036878  1.371767090000e-08   2.871470340000e-08    7.398812322869e-12   1.548766572053e-11   80
6   14   55.000000   0.540000   0.543194   6629.408550  4.979254310000e-08   6.532650440000e-08    7.510857525895e-12   9.854047145729e-12   580_set1
6   14   55.000000   0.540000   0.544209   6605.976995  4.911508040000e-08   6.464780870000e-08    7.434945722211e-12   9.786260041313e-12   580_set2
6   15   55.000000   0.580000   0.577104   1854.997974  9.126484390000e-09   2.445193010000e-08    4.919943050029e-12   1.318164787386e-11   80
6   15   55.000000   0.580000   0.581471   6620.647004  3.367633750000e-08   5.110162500000e-08    5.086562911397e-12   7.718524332913e-12   580_set1
6   15   55.000000   0.580000   0.581517   6594.407830  3.352614120000e-08   5.110367020000e-08    5.084026051206e-12   7.749546512352e-12   580_set2
6   16   55.000000   0.620000   0.614933   1845.642229  6.181826820000e-09   1.899578050000e-08    3.349417738101e-12   1.029223334920e-11   80
6   16   55.000000   0.620000   0.617368   8499.559407  3.003217470000e-08   5.338111520000e-08    3.533380174420e-12   6.280456744150e-12   750_set3
6   16   55.000000   0.620000   0.620656   6576.093016  2.254352160000e-08   4.024270550000e-08    3.428102605172e-12   6.119546271941e-12   580_set2
6   16   55.000000   0.620000   0.620823   6561.646451  2.245930580000e-08   3.964063530000e-08    3.422815594793e-12   6.041263514580e-12   580_set1
6   16   55.000000   0.620000   0.637480   8047.731576  2.327520400000e-08   4.095888140000e-08    2.892144672098e-12   5.089493978918e-12   750_set1
6   16   55.000000   0.620000   0.637620   8048.498556  2.324021610000e-08   4.087984190000e-08    2.887521931985e-12   5.079188573566e-12   750_set2
6   17   55.000000   0.660000   0.650831   1824.379961  4.273094700000e-09   1.498484610000e-08    2.342217515729e-12   8.213665146698e-12   80
6   17   55.000000   0.660000   0.660012   6543.343812  1.510864590000e-08   3.186869250000e-08    2.309009939580e-12   4.870398593691e-12   580_set2
6   17   55.000000   0.660000   0.660309   6527.452506  1.502590070000e-08   3.298896920000e-08    2.301954811037e-12   5.053881153433e-12   580_set1
6   17   55.000000   0.660000   0.663266   7928.802033  1.770558210000e-08   3.848736360000e-08    2.233071531652e-12   4.854120892389e-12   750_set2
6   17   55.000000   0.660000   0.664708   8130.040711  1.789387320000e-08   3.862993420000e-08    2.200957391983e-12   4.751505628715e-12   750_set3
6   17   55.000000   0.660000   0.667375   7860.671195  1.684518160000e-08   3.833127020000e-08    2.142969879050e-12   4.876335525188e-12   750_set1
6   18   55.000000   0.700000   0.683846   1819.359804  3.117368090000e-09   1.396471540000e-08    1.713442323583e-12   7.675620495351e-12   80
6   18   55.000000   0.700000   0.698685   8053.048215  1.257535260000e-08   3.259046000000e-08    1.561564300159e-12   4.046971920433e-12   750_set2
6   18   55.000000   0.700000   0.699462   6500.621398  1.007768420000e-08   2.751149420000e-08    1.550264749013e-12   4.232132978620e-12   580_set2
6   18   55.000000   0.700000   0.699512   8048.823867  1.246379870000e-08   2.982280030000e-08    1.548524219930e-12   3.705237037460e-12   750_set1
6   18   55.000000   0.700000   0.699547   6513.032110  1.008726380000e-08   2.694278210000e-08    1.548781524432e-12   4.136749465527e-12   580_set1
6   18   55.000000   0.700000   0.701027   7966.114632  1.215368790000e-08   2.797307450000e-08    1.525673237387e-12   3.511507904698e-12   750_set3
6   19   55.000000   0.740000   0.738856   6490.054869  6.734098770000e-09   2.044445460000e-08    1.037602748502e-12   3.150120455476e-12   580_set2
6   19   55.000000   0.740000   0.739322   6486.742647  6.698429580000e-09   2.047171630000e-08    1.032633780083e-12   3.155931630719e-12   580_set1
6   19   55.000000   0.740000   0.741071   8005.474732  8.121403870000e-09   2.495779100000e-08    1.014481232142e-12   3.117590378524e-12   750_set3
6   19   55.000000   0.740000   0.741124   7966.976211  8.082713000000e-09   2.328603900000e-08    1.014527065970e-12   2.922820199695e-12   750_set1
6   19   55.000000   0.740000   0.741785   7986.959756  8.041226310000e-09   2.373509850000e-08    1.006794394320e-12   2.971731325198e-12   750_set2
6   20   55.000000   0.780000   0.778705   6465.077977  4.446654110000e-09   1.561234610000e-08    6.877958975621e-13   2.414873595576e-12   580_set1
6   20   55.000000   0.780000   0.778818   6460.491189  4.439849410000e-09   1.625795660000e-08    6.872309364897e-13   2.516520203244e-12   580_set2
6   20   55.000000   0.780000   0.779448   7958.502178  5.435593890000e-09   1.905738560000e-08    6.829920716772e-13   2.394594507077e-12   750_set2
6   20   55.000000   0.780000   0.780416   7946.767799  5.373815540000e-09   1.956257410000e-08    6.762265710943e-13   2.461701989388e-12   750_set1
6   20   55.000000   0.780000   0.781279   7936.791743  5.320047960000e-09   1.856571620000e-08    6.703020732139e-13   2.339196592423e-12   750_set3
6   21   55.000000   0.820000   0.818150   6417.582617  2.919858790000e-09   1.260597910000e-08    4.549779822492e-13   1.964287778175e-12   580_set2
6   21   55.000000   0.820000   0.818301   6405.078596  2.909530890000e-09   1.235284100000e-08    4.542537373104e-13   1.928601002291e-12   580_set1
6   21   55.000000   0.820000   0.818341   7957.142847  3.617433830000e-09   1.545701180000e-08    4.546146650319e-13   1.942532903733e-12   750_set2
6   21   55.000000   0.820000   0.819052   7958.519545  3.591122340000e-09   1.516033060000e-08    4.512299454308e-13   1.904918435430e-12   750_set1
6   21   55.000000   0.820000   0.821132   7964.374324  3.516825150000e-09   1.514170600000e-08    4.415695454447e-13   1.901179601061e-12   750_set3
6   22   55.000000   0.860000   0.857608   6388.552711  1.910069610000e-09   1.069551150000e-08    2.989831494559e-13   1.674168154171e-12   580_set1
6   22   55.000000   0.860000   0.858096   6396.505699  1.903414140000e-09   9.853725320000e-09    2.975709284989e-13   1.540485662592e-12   580_set2
6   22   55.000000   0.860000   0.858648   7955.706325  2.356896880000e-09   1.171346200000e-08    2.962523732926e-13   1.472334638999e-12   750_set1
6   22   55.000000   0.860000   0.858837   7971.104027  2.357342750000e-09   1.216864030000e-08    2.957360413332e-13   1.526594090202e-12   750_set2
6   22   55.000000   0.860000   0.859155   8025.286305  2.365561200000e-09   1.183595510000e-08    2.947634651397e-13   1.474832753646e-12   750_set3
6   23   55.000000   0.900000   0.896880   8004.313268  1.569530110000e-09   9.467942640000e-09    1.960855425630e-13   1.182855083627e-12   750_set3
6   23   55.000000   0.900000   0.897006   8044.736275  1.575245060000e-09   9.170076810000e-09    1.958106525997e-13   1.139885323338e-12   750_set1
6   23   55.000000   0.900000   0.897306   8005.421115  1.562455440000e-09   9.041249750000e-09    1.951746719573e-13   1.129390899007e-12   750_set2
6   23   55.000000   0.900000   0.897479   6353.940980  1.235469830000e-09   7.682836610000e-09    1.944415023509e-13   1.209145101313e-12   580_set1
6   23   55.000000   0.900000   0.897814   6353.538928  1.231373750000e-09   7.457879370000e-09    1.938091139370e-13   1.173815011526e-12   580_set2
6   24   55.000000   0.940000   0.935969   8112.608562  1.037437470000e-09   7.550303820000e-09    1.278796409406e-13   9.306875541076e-13   750_set1
6   24   55.000000   0.940000   0.935999   8086.789421  1.033859910000e-09   7.285736040000e-09    1.278455337684e-13   9.009429652119e-13   750_set3
6   24   55.000000   0.940000   0.937265   6350.901999  7.989360020000e-10   5.882315800000e-09    1.257988238719e-13   9.262173784017e-13   580_set1
6   24   55.000000   0.940000   0.937395   6362.250955  7.996372300000e-10   5.596934820000e-09    1.256846414352e-13   8.797098479118e-13   580_set2
6   24   55.000000   0.940000   0.937801   8140.907489  1.021230830000e-09   6.985347720000e-09    1.254443477438e-13   8.580551651568e-13   750_set2
6   25   55.000000   0.980000   0.976406   8107.107744  6.614794840000e-10   4.814815240000e-09    8.159253643688e-14   5.939004873302e-13   750_set3
6   25   55.000000   0.980000   0.976686   6402.134060  5.203842880000e-10   4.195144400000e-09    8.128294145718e-14   6.552728138280e-13   580_set1
6   25   55.000000   0.980000   0.976884   6383.367909  5.178055140000e-10   3.962763120000e-09    8.111791790505e-14   6.207950374305e-13   580_set2
6   25   55.000000   0.980000   0.976997   8127.121918  6.595138690000e-10   4.787939130000e-09    8.114974472566e-14   5.891309590663e-13   750_set2
6   25   55.000000   0.980000   0.977217   8182.623951  6.616120230000e-10   5.126826000000e-09    8.085572879335e-14   6.265503621700e-13   750_set1
6   26   55.000000   1.020000   1.013428   8258.560827  4.454354930000e-10   3.898896740000e-09    5.393621265629e-14   4.721036536116e-13   750_set2
6   26   55.000000   1.020000   1.013539   8251.592564  4.439077750000e-10   3.740322310000e-09    5.379661823545e-14   4.532848999741e-13   750_set1
6   26   55.000000   1.020000   1.016161   6399.253642  3.340856350000e-10   2.975373060000e-09    5.220696876387e-14   4.649562630979e-13   580_set1
6   26   55.000000   1.020000   1.016353   8332.431664  4.343996700000e-10   3.609988370000e-09    5.213360127234e-14   4.332454816998e-13   750_set3
6   26   55.000000   1.020000   1.016369   6427.666303  3.351232440000e-10   3.040878800000e-09    5.213762323716e-14   4.730922012210e-13   580_set2
6   27   55.000000   1.060000   1.052978   8655.774978  2.982697330000e-10   2.769202930000e-09    3.445904425174e-14   3.199254760017e-13   750_set3
6   27   55.000000   1.060000   1.055509   6472.838506  2.170906810000e-10   2.034073700000e-09    3.353871424395e-14   3.142475589518e-13   580_set2
6   27   55.000000   1.060000   1.056004   6498.893394  2.169513460000e-10   2.014335940000e-09    3.338281348026e-14   3.099506051076e-13   580_set1
6   27   55.000000   1.060000   1.056300   8495.070810  2.820147200000e-10   2.652646510000e-09    3.319745371257e-14   3.122571393846e-13   750_set1
6   27   55.000000   1.060000   1.059227   8552.524230  2.749002890000e-10   2.468259070000e-09    3.214259107688e-14   2.886000674914e-13   750_set2
6   28   55.000000   1.100000   1.083847   8663.710372  2.104063900000e-10   3.352640900000e-09    2.428594458559e-14   3.869751822308e-13   750_set2
6   28   55.000000   1.100000   1.086658   8877.139709  2.088419280000e-10   1.766293080000e-09    2.352581291339e-14   1.989709678906e-13   750_set1
6   28   55.000000   1.100000   1.095101   6567.882737  1.408597020000e-10   1.382388520000e-09    2.144674435286e-14   2.104770403729e-13   580_set2
6   28   55.000000   1.100000   1.095588   6587.917641  1.405064980000e-10   2.570130630000e-09    2.132790749015e-14   3.901279235801e-13   580_set1
6   28   55.000000   1.100000   1.099340   7338.754061  1.496204200000e-10   6.636354140000e-09    2.038771414825e-14   9.042889412615e-13   750_set3
6   29   55.000000   1.140000   1.132550   6664.229995  9.421726280000e-11   5.416480710000e-10    1.413775678071e-14   8.127691742428e-14   580_set2
6   29   55.000000   1.140000   1.132778   6739.139118  9.496782880000e-11   6.338710660000e-10    1.409198224538e-14   9.405816602108e-14   580_set1
6   30   55.000000   1.180000   1.171530   6926.229114  6.383845900000e-11   4.326825730000e-10    9.216914131668e-15   6.247015018972e-14   580_set2
6   30   55.000000   1.180000   1.173624   6957.805125  6.265315460000e-11   3.921082530000e-10    9.004729720711e-15   5.635516458935e-14   580_set1
