#This file contains updated Xsec and Reduced Xsec
#Xsec Units: ub * MeV^-1 *sr^-2
#Ksigcc1 Units: (ub * MeV^2 * sr^-2
#Red Xsec Units: MeV^-3
#!xb[i,0]/  yb[i,1]/   thnq_bin[f,2]/   pm_bin[f,3]/  pm_avg[f,4]/   Ksigcc1[f,5]/   pwiaXsec_theory[f,6]/    fsiXsec_theory[f,7]/   red_pwiaXsec_theory[f,8]/    red_fsiXsec_theory[f,9]/   setting[s,10]/
3   1   25.000000   0.020000   0.032152   2394.735901  1.672569580000e-03   1.622555050000e-03    6.984359232689e-07   6.775507267096e-07   80
3   2   25.000000   0.060000   0.062560   2271.889952  3.948808290000e-04   3.763063350000e-04    1.738116006246e-07   1.656358111310e-07   80
3   3   25.000000   0.100000   0.099209   2042.529450  7.643428800000e-05   7.116069790000e-05    3.742138846517e-08   3.483949663492e-08   80
3   4   25.000000   0.140000   0.137853   1768.391618  1.687965970000e-05   1.522655680000e-05    9.545204539643e-09   8.610398649831e-09   80
3   5   25.000000   0.180000   0.176850   1620.739545  4.722053050000e-06   4.186629770000e-06    2.913517514006e-09   2.583160127681e-09   80
3   6   25.000000   0.220000   0.216640   1542.091198  1.553590660000e-06   1.352009770000e-06    1.007457057024e-09   8.767378814907e-10   80
3   7   25.000000   0.260000   0.256381   1492.950719  5.958976750000e-07   5.160264370000e-07    3.991408875165e-10   3.456419762775e-10   80
3   8   25.000000   0.300000   0.296126   1442.862741  2.621796430000e-07   2.297989130000e-07    1.817079584565e-10   1.592659554302e-10   80
3   9   25.000000   0.340000   0.334696   1403.109568  1.361271590000e-07   1.210259500000e-07    9.701819594462e-11   8.625552327500e-11   80
3   10   25.000000   0.380000   0.370262   1354.417284  8.202172070000e-08   7.467839120000e-08    6.055867838438e-11   5.513691539689e-11   80
3   10   25.000000   0.380000   0.392151   7094.291618  3.424099980000e-07   3.007312420000e-07    4.826556567413e-11   4.239059488857e-11   580_set1
3   10   25.000000   0.380000   0.396911   6995.173022  3.213260770000e-07   2.832753060000e-07    4.593540088135e-11   4.049582549411e-11   580_set2
3   11   25.000000   0.420000   0.428156   6416.712281  2.189327780000e-07   1.913412810000e-07    3.411915143028e-11   2.981920843896e-11   580_set2
3   11   25.000000   0.420000   0.428808   6414.319404  2.175235150000e-07   1.885881270000e-07    3.391217388775e-11   2.940111259230e-11   580_set1
3   12   25.000000   0.460000   0.463179   6025.268383  1.524533180000e-07   1.338740140000e-07    2.530232818013e-11   2.221876362847e-11   580_set1
3   12   25.000000   0.460000   0.463556   6015.581585  1.517467800000e-07   1.331525590000e-07    2.522562080753e-11   2.213461111258e-11   580_set2
3   13   25.000000   0.500000   0.500858   5611.217565  1.054348500000e-07   9.251168370000e-08    1.879001282318e-11   1.648691796893e-11   580_set1
3   13   25.000000   0.500000   0.500960   5630.390831  1.057121530000e-07   9.360607710000e-08    1.877527798212e-11   1.662514733162e-11   580_set2
3   13   25.000000   0.500000   0.510352   8006.482892  1.392778010000e-07   1.208335830000e-07    1.739562837749e-11   1.509196792523e-11   750_set3
3   13   25.000000   0.500000   0.513465   7838.148662  1.331866230000e-07   1.184463050000e-07    1.699210218424e-11   1.511151550037e-11   750_set2
3   13   25.000000   0.500000   0.513903   7837.335899  1.327467410000e-07   1.166356880000e-07    1.693773786280e-11   1.488205807472e-11   750_set1
3   14   25.000000   0.540000   0.539913   5124.306710  7.160163670000e-08   6.250177320000e-08    1.397294126838e-11   1.219711791998e-11   580_set1
3   14   25.000000   0.540000   0.540251   5131.396711  7.152053710000e-08   6.289958950000e-08    1.393783040525e-11   1.225779121017e-11   580_set2
