#This file contains updated Xsec and Reduced Xsec
#Xsec Units: ub * MeV^-1 *sr^-2
#Ksigcc1 Units: (ub * MeV^2 * sr^-2
#Red Xsec Units: MeV^-3
#!xb[i,0]/  yb[i,1]/   thnq_bin[f,2]/   pm_bin[f,3]/  pm_avg[f,4]/   Ksigcc1[f,5]/   pwiaXsec_theory[f,6]/    fsiXsec_theory[f,7]/   red_pwiaXsec_theory[f,8]/    red_fsiXsec_theory[f,9]/   setting[s,10]/
9   1   85.000000   0.020000   0.030713   2515.272100  1.866343630000e-03   1.804495480000e-03    7.420046642270e-07   7.174156147957e-07   80
9   2   85.000000   0.060000   0.061080   2516.242399  4.668710630000e-04   4.415206600000e-04    1.855429600843e-07   1.754682538437e-07   80
9   3   85.000000   0.100000   0.098387   2564.855758  9.869759370000e-05   8.471712490000e-05    3.848075798889e-08   3.302997630013e-08   80
9   4   85.000000   0.140000   0.137084   2635.589829  2.563481900000e-05   2.015048600000e-05    9.726406862682e-09   7.645531857150e-09   80
9   5   85.000000   0.180000   0.176686   2714.276790  7.885990620000e-06   5.303661820000e-06    2.905374517829e-09   1.953987095030e-09   80
9   6   85.000000   0.220000   0.216791   2801.292640  2.792463780000e-06   1.684972880000e-06    9.968482907234e-10   6.014983425652e-10   80
9   7   85.000000   0.260000   0.257164   2884.234531  1.125548240000e-06   9.644232390000e-07    3.902415798377e-10   3.343775371366e-10   80
9   8   85.000000   0.300000   0.297715   2959.981657  5.205204490000e-07   5.129848120000e-07    1.758525927919e-10   1.733067537047e-10   80
9   9   85.000000   0.340000   0.337714   3025.414564  2.803855540000e-07   4.444171490000e-07    9.267673836715e-11   1.468946286860e-10   80
9   10   85.000000   0.380000   0.377337   3116.682842  1.740088910000e-07   2.966923710000e-07    5.583143997043e-11   9.519491909854e-11   80
9   11   85.000000   0.420000   0.415198   3237.315619  1.215786110000e-07   2.369003300000e-07    3.755537776003e-11   7.317801471368e-11   80
9   12   85.000000   0.460000   0.452612   3385.282732  9.067074950000e-08   1.543533350000e-07    2.678380409498e-11   4.559540434864e-11   80
9   13   85.000000   0.500000   0.489415   3625.614718  7.177395370000e-08   1.192693110000e-07    1.979635435163e-11   3.289630042814e-11   80
