#!Run[i,0]/    dataY[f,1]/      dataY_err[f,2]/    simcY[f,3]/       simcY_err[f,4]/    R[f,5]/            R_err[f,6]/          shms_3of4_rate[f,7]/  
3371           333.173007086     2.29856190787      318.430189073     2.73474237056      0.955750262779     0.0105285965738     45.307
3288           806.3106592     5.67836345134      784.066750169     2.57021337405      0.972412731027     0.00755365426157     80.3902
3374           2844.17882779     20.1310111095      2671.01143068     8.31449546015      0.939115151474     0.00726146616712     271.992
3377           7952.43918428     56.2656730906      7037.55987763     17.0669333776      0.884956139186     0.00661889750985     634.447
