#!Run[i,0]/    dataY[f,1]/      dataY_err[f,2]/    simcY[f,3]/       simcY_err[f,4]/    R[f,5]/            R_err[f,6]/          shms_3of4_rate[f,7]/  
3371           521.15098986     2.86770664282      508.083810538     3.4544346382      0.974926308159     0.00852738610042     45.307
3288           1281.4993918     7.11206777298      1261.84859705     3.26059070842      0.984665779107     0.00602799253095     80.3902
3374           4466.99601001     25.0425164567      4266.50077128     10.5083357718      0.95511631569     0.00584847038909     271.992
3377           12379.4346876     69.7725429242      11166.2743533     21.4980262585      0.902001960109     0.00537225304799     634.447
